name,gender,birthday,actorID,id,occupation,death,nationality,net_worth,is_alive,age,height
gal gadot,female,1985-04-30,10242,360,"['actor', 'model']",,il,30000000,True,38.0,1.78
joel edgerton,male,1974-06-23,10243,362,"['actor', 'screenwriter', 'film_producer', 'film_director', 'writer']",,au,3000000,True,49.0,1.8
fred armisen,male,1966-12-04,10244,365,"['actor', 'screenwriter', 'comedian', 'film_score_composer', 'musician', 'television_producer', 'voice_actor']",,us,8000000,True,57.0,1.75
thomas middleditch,male,,10245,367,"['actor', 'screenwriter']",,,7000000,,,
toni collette,female,1972-11-01,10246,368,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']",,au,18000000,True,51.0,1.73
ramon rodriguez,male,1979-09-24,10247,369,"['actor', 'model', 'dancer', 'writer']",,us,3000000,True,44.0,
john krasinski,male,1979-10-20,10248,370,"['actor', 'television_producer', 'television_director', 'voice_actor', 'film_producer', 'film_director', 'screenwriter']",,us,80000000,True,44.0,1.91
jim broadbent,male,1949-05-24,10249,375,"['actor', 'voice_actor', 'screenwriter']",,gb,5000000,True,74.0,1.87
michiel huisman,male,1981-07-18,10250,376,"['actor', 'musician']",,nl,3000000,True,42.0,
zoe saldana,female,1978-06-19,10251,377,"['actor', 'voice_actor', 'film_producer']",,us,35000000,True,45.0,1.7
lily james,female,1989-04-05,10252,380,['actor'],,gb,4000000,True,34.0,
frankie faison,male,1949-06-10,10253,381,['actor'],,us,2500000,True,74.0,1.88
liev schreiber,male,1967-10-04,10254,382,"['actor', 'voice_actor', 'film_producer', 'film_director', 'screenwriter']",,us,40000000,True,56.0,1.91
michael fassbender,male,1977-04-02,10255,383,"['actor', 'film_producer', 'businessperson']",,de,40000000,True,46.0,1.83
omari hardwick,male,1974-01-09,10256,385,['actor'],,us,5000000,True,50.0,1.79
jennifer garner,female,1972-04-17,10257,386,"['actor', 'television_producer', 'film_producer', 'spokesperson', 'businessperson', 'voice_actor', 'television_director']",,us,80000000,True,51.0,1.73
charlie hunnam,male,1980-04-10,10258,387,"['actor', 'screenwriter']",,gb,20000000,True,43.0,1.85
michael caine,male,1933-03-14,10259,388,"['actor', 'author', 'film_producer', 'voice_actor', 'entrepreneur']",,gb,75000000,True,91.0,1.88
jason sudeikis,male,1975-09-18,10260,390,"['actor', 'comedian', 'voice_actor', 'screenwriter']",,us,20000000,True,48.0,1.85
scarlett johansson,female,1984-11-22,10261,393,"['actor', 'singer', 'model', 'voice_actor']",,us,165000000,True,39.0,1.6
mckenna grace,,,10262,394,,,,2000000,,,
steve buscemi,male,1957-12-13,10263,395,"['actor', 'film_producer', 'television_director', 'film_director', 'screenwriter', 'voice_actor', 'firefighter']",,us,35000000,True,66.0,1.75
sierra boggess,female,1982-05-20,10264,397,"['actor', 'singer']",,us,3000000,True,41.0,1.65
farhan akhtar,male,1974-09-01,10265,398,"['film_director', 'screenwriter', 'film_producer', 'lyricist', 'actor', 'presenter', 'writer']",,in,2500000,True,49.0,1.7
oscar isaac,male,1979-03-09,10266,399,"['actor', 'singer', 'guitarist']",,us,10000000,True,45.0,1.74
sharlto copley,male,1973-11-27,10267,400,"['actor', 'film_director', 'film_producer']",,za,15000000,True,50.0,
rami malek,male,1981-05-12,10268,401,['actor'],,us,8000000,True,42.0,1.75
michael bisping,male,1979-02-28,10269,402,['actor'],,gb,9000000,True,45.0,1.88
sienna miller,female,1981-12-28,10270,404,"['actor', 'model', 'fashion_designer']",,us,18000000,True,42.0,1.65
vin diesel,male,1967-07-18,10271,405,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']",,us,225000000,True,56.0,1.82
jonathan rhys meyers,male,1977-07-27,10272,407,"['actor', 'model', 'singer']",,ie,8000000,True,46.0,1.78
eion bailey,male,1976-06-08,10273,410,['actor'],,us,3000000,True,47.0,1.83
tom hiddleston,male,1981-02-09,10274,411,"['actor', 'voice_actor']",,gb,25000000,True,43.0,1.87
nicole kidman,female,1967-06-20,10275,412,"['singer', 'actor', 'film_producer']",,au,250000000,True,56.0,1.8
ray liotta,male,1954-12-18,10276,414,"['actor', 'film_producer', 'voice_actor']",,us,14000000,True,69.0,1.83
stephen lang,male,1952-07-11,10277,415,"['actor', 'playwright']",,us,5000000,True,71.0,1.79
emma thompson,female,1959-04-15,10278,418,"['actor', 'comedian', 'screenwriter', 'author', 'voice_actor', 'film_producer']",,gb,50000000,True,64.0,1.71
naomi scott,female,1993-05-06,10279,419,"['actor', 'musician', 'singer']",,gb,3000000,True,30.0,1.67
vincent d'onofrio,male,1959-06-30,10280,421,"['actor', 'film_producer', 'film_director', 'screenwriter', 'singer', 'teacher', 'spokesperson', 'voice_actor']",,us,14000000,True,64.0,1.93
ray winstone,male,1957-02-19,10281,422,"['actor', 'voice_actor', 'film_producer', 'television_producer']",,gb,5000000,True,67.0,1.78
tony goldwyn,male,1960-05-20,10282,423,"['actor', 'television_director', 'voice_actor', 'film_director', 'film_producer']",,us,8000000,True,63.0,1.87
ryan reynolds,male,1976-10-23,10283,424,"['actor', 'voice_actor', 'film_producer']",,ca,150000000,True,47.0,1.88
mel blanc,male,1908-05-30,10284,427,"['comedian', 'voice_actor', 'actor']",,us,25000000,True,115.0,
will arnett,male,1970-05-04,10285,429,"['actor', 'voice_actor', 'television_producer', 'screenwriter', 'comedian']",,ca,20000000,True,53.0,1.89
freddie mercury,male,1946-09-05,10286,431,"['organist', 'keyboard_player', 'pianist', 'record_producer', 'singer-songwriter', 'singer', 'musician']",1991-11-24,gb,50000000,False,45.0,1.77
scott mechlowicz,male,1981-01-17,10287,432,['actor'],,us,2000000,True,43.0,1.83
shirley maclaine,female,1934-04-24,10288,433,"['actor', 'dancer', 'singer', 'author', 'screenwriter', 'film_producer', 'activist', 'film_director']",,us,50000000,True,89.0,1.7
kelly macdonald,female,1976-02-23,10289,434,"['actor', 'voice_actor']",,gb,8000000,True,48.0,1.6
jason isaacs,male,1963-06-06,10290,435,"['actor', 'television_producer', 'voice_actor']",,gb,12000000,True,60.0,1.8
mario andretti,male,1940-02-28,10291,436,"['race_car_driver', 'voice_actor']",,us,120000000,True,84.0,1.71
jonny lee miller,male,1972-11-15,10292,437,['actor'],,gb,14000000,True,51.0,1.8
shiri appleby,female,1978-12-07,10293,438,['actor'],,us,1000000,True,45.0,1.59
patrick stewart,male,1940-07-13,10294,439,"['actor', 'voice_actor', 'journalist', 'television_director', 'film_producer']",,gb,70000000,True,83.0,1.78
emma watson,female,1990-04-15,10295,441,"['actor', 'model']",,gb,80000000,True,33.0,1.65
sam worthington,male,1976-08-02,10296,443,"['actor', 'film_producer']",,au,30000000,True,47.0,1.78
zoey deutch,female,1994-11-10,10297,444,['actor'],,us,4000000,True,29.0,1.63
nikki reed,female,1988-05-17,10298,445,"['actor', 'screenwriter', 'model', 'singer-songwriter', 'music_video_director']",,us,12000000,True,35.0,1.66
daniel kaluuya,male,1989-05-08,10299,447,"['actor', 'comedian', 'screenwriter']",,gb,15000000,True,34.0,
judy davis,female,1955-04-23,10300,449,['actor'],,au,5000000,True,68.0,1.65
sam neill,male,1947-09-14,10301,450,"['actor', 'voice_actor', 'film_director', 'screenwriter', 'businessperson']",,nz,18000000,True,76.0,1.82
gary oldman,male,1958-03-21,10302,451,"['actor', 'musician', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']",,gb,40000000,True,66.0,1.74
josh gad,male,1981-02-23,10303,455,"['actor', 'voice_actor', 'television_producer', 'screenwriter']",,us,14000000,True,43.0,
matthew mcconaughey,male,1969-11-04,10304,456,"['actor', 'voice_actor', 'film_producer', 'film_director', 'television_producer']",,us,140000000,True,54.0,1.82
ryan gosling,male,1980-11-12,10305,461,"['actor', 'musician', 'restaurateur', 'film_director', 'screenwriter', 'film_producer', 'activist']",,ca,70000000,True,43.0,1.84
ophelia lovibond,female,1986-02-19,10306,463,['actor'],,gb,2000000,True,38.0,1.57
elle fanning,female,1998-04-09,10307,464,"['actor', 'voice_actor']",,us,6000000,True,25.0,1.72
nick offerman,male,1970-06-26,10308,466,"['actor', 'writer', 'voice_actor', 'television_producer', 'carpenter', 'film_producer', 'screenwriter']",,us,25000000,True,53.0,1.8
james mcavoy,male,1979-04-21,10309,468,"['actor', 'voice_actor']",,gb,17000000,True,44.0,1.7
guy pearce,male,1967-10-05,10310,469,"['actor', 'musician']",,au,20000000,True,56.0,1.8
rooney mara,female,1985-04-17,10311,470,['actor'],,us,16000000,True,38.0,1.6
octavia spencer,female,1970-05-25,10312,471,"['actor', 'film_producer', 'film_director', 'screenwriter']",,us,14000000,True,53.0,1.57
golshifteh farahani,female,1983-07-10,10313,472,"['actor', 'musician', 'singer']",,ir,1000000,True,40.0,1.69
tom felton,male,1987-09-22,10314,473,"['actor', 'singer', 'voice_actor']",,gb,20000000,True,36.0,1.75
felicity jones,female,1983-10-17,10315,474,['actor'],,gb,6000000,True,40.0,1.6
michelle monaghan,female,1976-03-23,10316,475,"['actor', 'fashion_model', 'film_producer']",,us,16000000,True,47.0,1.7
zoey deutch,female,1994-11-10,10317,476,['actor'],,us,4000000,True,29.0,1.63
andrew garfield,male,1983-08-20,10318,477,['actor'],,us,13000000,True,40.0,1.79
greta gerwig,female,1983-08-04,10319,478,"['actor', 'screenwriter', 'playwright', 'voice_actor', 'film_director']",,us,4000000,True,40.0,1.73
elle fanning,female,1998-04-09,10320,480,"['actor', 'voice_actor']",,us,6000000,True,25.0,1.72
seth macfarlane,male,1973-10-26,10321,481,"['actor', 'composer', 'animator', 'television_producer', 'voice_actor', 'comedian', 'singer', 'screenwriter', 'film_director', 'television_director']",,us,300000000,True,50.0,1.78
mark strong,male,1963-08-05,10322,482,"['actor', 'voice_actor']",,gb,9000000,True,60.0,1.88
tracy letts,male,1965-07-04,10323,483,"['screenwriter', 'playwright', 'actor']",,us,1000000,True,58.0,
viola davis,female,1965-08-11,10324,484,"['actor', 'film_producer']",,us,25000000,True,58.0,1.65
michael sheen,male,1969-02-05,10325,485,"['actor', 'voice_actor', 'television_producer']",,gb,16000000,True,55.0,1.75
katherine waterston,female,1980,10326,487,['actor'],,us,1000000,,,
will smith,male,1968-09-25,10327,488,"['actor', 'film_producer', 'record_producer', 'television_producer', 'rapper', 'screenwriter']",,us,350000000,True,55.0,1.88
will smith (nfl),male,1981-07-04,10328,488,['american_football_player'],,us,13000000,True,42.0,1.91
peter sarsgaard,male,1971-03-07,10329,490,['actor'],,us,20000000,True,53.0,1.83
the rock dwayne johnson,male,1972-05-02,10330,492,"['wrestler', 'american_football_player', 'actor', 'television_producer', 'author', 'athlete', 'film_producer', 'voice_actor']",,us,320000000,True,51.0,1.96
chiwetel ejiofor,male,1977-07-10,10331,493,"['actor', 'film_director', 'screenwriter']",,gb,12000000,True,46.0,1.78
marion cotillard,female,1975-09-30,10332,495,"['actor', 'singer', 'model', 'singer-songwriter']",,fr,40000000,True,48.0,1.69
michael shannon,male,1974-08-07,10333,496,"['actor', 'musician']",,us,8000000,True,49.0,1.9
sigourney weaver,female,1949-10-08,10334,497,"['actor', 'voice_actor']",,us,60000000,True,74.0,1.82
michelle williams (destiny's child),female,1979-07-23,10335,498,"['singer', 'actor', 'record_producer', 'dancer', 'songwriter']",,us,10000000,True,44.0,1.75
michelle williams,female,1980-09-09,10336,498,['actor'],,us,30000000,True,43.0,1.63
sam worthington,male,1976-08-02,10337,499,"['actor', 'film_producer']",,au,30000000,True,47.0,1.78
miles teller,male,1987-02-20,10338,502,['actor'],,us,10000000,True,37.0,1.83
scott asheton,male,1949-08-16,10339,503,"['musician', 'drummer']",2014-03-15,us,2000000,False,64.0,
jeremy renner,male,1971-01-07,10340,506,"['actor', 'musician', 'singer-songwriter', 'film_producer', 'businessperson', 'voice_actor']",,us,80000000,True,53.0,1.78
martin freeman,male,1971-09-08,10341,507,"['actor', 'voice_actor']",,gb,20000000,True,52.0,1.69
guillaume canet,male,1973-04-10,10342,508,"['actor', 'film_director', 'screenwriter', 'film_producer', 'entrepreneur']",,fr,10000000,True,50.0,1.8
joe alwyn,,,10343,509,,,,4000000,,,
sarah gadon,female,1987-04-04,10344,510,"['actor', 'voice_actor']",,ca,1000000,True,36.0,1.6
jennifer connelly,female,1970-12-12,10345,511,"['actor', 'model', 'voice_actor']",,us,50000000,True,53.0,1.69
rosario dawson,female,1979-05-09,10346,512,"['actor', 'singer', 'writer', 'voice_actor', 'film_producer']",,us,8000000,True,44.0,1.7
omar epps,male,1973-07-20,10347,513,"['actor', 'film_producer', 'rapper', 'songwriter', 'record_producer']",,us,15000000,True,50.0,1.78
justin timberlake,male,1981-01-31,10348,514,"['actor', 'record_producer', 'musician', 'businessperson', 'dancer', 'singer', 'television_producer', 'singer-songwriter', 'film_producer', 'voice_actor']",,us,250000000,True,43.0,1.82
zoey deutch,female,1994-11-10,10349,517,['actor'],,us,4000000,True,29.0,1.63
tom cruise,male,1962-07-03,10350,518,"['actor', 'film_producer', 'screenwriter', 'television_director']",,us,600000000,True,61.0,1.7
rachel weisz,female,1970-03-07,10351,523,"['actor', 'fashion_model', 'voice_actor']",,us,36000000,True,54.0,1.7
tom hanks,male,1956-07-09,10352,525,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']",,us,400000000,True,67.0,1.83
rebecca ferguson,female,1983-10-19,10353,526,"['actor', 'model']",,se,6000000,True,40.0,
mark wahlberg,male,1971-06-05,10354,529,"['film_producer', 'actor', 'model', 'musician', 'rapper', 'television_producer', 'singer', 'film_score_composer', 'songwriter']",,us,300000000,True,52.0,1.73
ben affleck,male,1972-08-15,10355,531,"['actor', 'film_director', 'screenwriter', 'film_producer', 'television_producer', 'professional_poker_player', 'businessperson']",,us,150000000,True,51.0,1.92
nate parker,male,1979-11-18,10356,532,"['actor', 'film_producer', 'musician', 'coach']",,us,3000000,True,44.0,1.75
lauren graham,female,1967-03-16,10357,533,"['actor', 'singer', 'novelist', 'television_producer', 'voice_actor']",,us,15000000,True,57.0,1.75
neal mcdonough,male,1966-02-13,10358,535,"['actor', 'voice_actor']",,us,7000000,True,58.0,1.83
tom wilkinson,male,1948-02-05,10359,537,"['actor', 'voice_actor']",,gb,12000000,True,76.0,1.85
taissa farmiga,female,1994-08-17,10360,538,['actor'],,us,1500000,True,29.0,1.68
shia labeouf,male,1986-06-11,10361,540,"['actor', 'film_director', 'comedian', 'voice_actor', 'screenwriter', 'film_producer']",,us,25000000,True,37.0,1.76
shailene woodley,female,1991-11-15,10362,543,"['actor', 'model']",,us,12000000,True,32.0,1.73
simon pegg,male,1970-02-14,10363,544,"['actor', 'screenwriter', 'comedian', 'film_producer', 'film_director', 'singer', 'voice_actor', 'writer']",,gb,25000000,True,54.0,1.78
sharlto copley,male,1973-11-27,10364,545,"['actor', 'film_director', 'film_producer']",,za,15000000,True,50.0,
denzel washington,male,1954-12-28,10365,546,"['actor', 'film_producer', 'film_director', 'spokesperson', 'voice_actor']",,us,250000000,True,69.0,1.85
eva green,female,1980-07-06,10366,548,"['model', 'actor', 'composer']",,fr,8000000,True,43.0,1.68
tom hanks,male,1956-07-09,10367,549,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']",,us,400000000,True,67.0,1.83
kelsey grammer,male,1955-02-21,10368,550,"['television_producer', 'actor', 'television_director', 'voice_actor', 'comedian', 'singer', 'film_producer', 'film_director', 'writer']",,us,80000000,True,69.0,1.85
serena williams,female,1981-09-26,10369,551,"['tennis_player', 'athlete', 'fashion_designer', 'actor', 'voice_actor', 'businessperson', 'writer']",,us,210000000,True,42.0,1.75
vanessa bell calloway,female,1957-03-20,10370,552,"['actor', 'dancer', 'television_producer']",,us,600000,True,67.0,
renee zellweger,female,1969-04-25,10371,553,"['actor', 'voice_actor', 'film_producer', 'television_producer', 'singer']",,us,90000000,True,54.0,1.63
will smith,male,1968-09-25,10372,554,"['actor', 'film_producer', 'record_producer', 'television_producer', 'rapper', 'screenwriter']",,us,350000000,True,55.0,1.88
will smith (nfl),male,1981-07-04,10373,554,['american_football_player'],,us,13000000,True,42.0,1.91
thomas haden church,male,1960-06-17,10374,555,"['actor', 'radio_personality', 'screenwriter', 'voice_actor', 'film_director', 'film_producer']",,us,20000000,True,63.0,1.83
nick robinson,male,1995-03-22,10375,556,['actor'],,us,3000000,True,28.0,1.83
mike birbiglia,male,1978-06-20,10376,557,"['comedian', 'screenwriter', 'actor', 'film_director']",,us,4000000,True,45.0,
renee zellweger,female,1969-04-25,10377,558,"['actor', 'voice_actor', 'film_producer', 'television_producer', 'singer']",,us,90000000,True,54.0,1.63
tommy lee jones,male,1946-09-15,10378,562,"['film_director', 'actor', 'film_producer', 'screenwriter', 'voice_actor']",,us,90000000,True,77.0,1.83
robert redford,male,1937-08-18,10379,564,"['actor', 'film_producer', 'film_director', 'businessperson', 'television_producer', 'activist', 'environmentalist', 'philanthropist']",,us,200000000,True,86.0,1.79
stephen lang,male,1952-07-11,10380,566,"['actor', 'playwright']",,us,5000000,True,71.0,1.79
jeff bridges,male,1949-12-04,10381,568,"['actor', 'singer', 'film_producer', 'composer', 'musician', 'spokesperson', 'voice_actor']",,us,100000000,True,74.0,1.85
charlize theron,female,1975-08-07,10382,569,"['actor', 'model', 'film_producer', 'spokesperson', 'film_director']",,us,160000000,True,48.0,1.77
neil degrasse tyson,male,1958-10-05,10383,570,"['astronomer', 'writer', 'astrophysicist', 'author', 'actor', 'television_editor']",,us,5000000,True,65.0,1.88
miles teller,male,1987-02-20,10384,572,['actor'],,us,10000000,True,37.0,1.83
eric stonestreet,male,1971-09-09,10385,573,['actor'],,us,23000000,True,52.0,1.85
nicole kidman,female,1967-06-20,10386,577,"['singer', 'actor', 'film_producer']",,au,250000000,True,56.0,1.8
ellen degeneres,female,1958-01-26,10387,579,"['comedian', 'actor', 'voice_actor', 'television_producer', 'screenwriter', 'television_presenter', 'film_producer']",,us,500000000,True,66.0,1.71
