name,gender,birthday,occupation,age,height,death,nationality,net_worth,is_alive
haley bennett,female,1988-01-07,"['singer', 'actor']",36,1.7,,us,2000000,True
sharlto copley,male,1973-11-27,"['actor', 'film_director', 'film_producer']",50,,,za,15000000,True
tim roth,male,1961-05-14,"['actor', 'television_producer', 'film_director']",62,1.7,,gb,7000000,True
aidan gillen,male,1968-04-24,['actor'],55,1.78,,ie,8000000,True
james franco,male,1978-04-19,"['actor', 'author', 'film_director', 'screenwriter', 'film_producer', 'teacher', 'model', 'film_editor', 'poet']",45,1.8,,us,30000000,True
rufus sewell,male,1967-10-29,['actor'],56,1.83,,gb,5000000,True
sophia myles,female,1980-03-18,['actor'],44,1.68,,gb,5000000,True
kevin spacey,male,1959-07-26,"['actor', 'film_producer', 'screenwriter', 'film_director', 'television_producer', 'voice_actor', 'theatre_director']",64,1.79,,us,100000000,True
michael shannon,male,1974-08-07,"['actor', 'musician']",49,1.9,,us,8000000,True
chris cooper,male,1951-07-09,"['actor', 'voice_actor']",72,1.78,,us,10000000,True
jake gyllenhaal,male,1980-12-19,"['actor', 'film_producer']",43,1.83,,us,80000000,True
naomi watts,female,1968-09-28,"['actor', 'film_producer', 'voice_actor']",55,1.64,,au,30000000,True
don cheadle,male,1964-11-29,"['actor', 'film_producer', 'television_producer', 'author', 'voice_actor', 'film_director', 'screenwriter']",59,1.73,,us,35000000,True
ben affleck,male,1972-08-15,"['actor', 'film_director', 'screenwriter', 'film_producer', 'television_producer', 'professional_poker_player', 'businessperson']",51,1.92,,us,150000000,True
henry cavill,male,1983-05-05,['actor'],40,1.85,,gb,40000000,True
colm meaney,male,1953-05-30,['actor'],70,1.8,,ie,10000000,True
alia shawkat,female,1989-04-18,['actor'],34,1.66,,us,4000000,True
anton yelchin,male,1989-03-11,"['actor', 'voice_actor']",35,1.75,,us,10000000,True
imogen poots,female,1989-06-03,"['actor', 'model']",34,1.63,,gb,2000000,True
blake jenner,male,1992-08-27,"['actor', 'singer']",31,1.85,,us,1500000,True
tyler hoechlin,male,1987-09-11,['actor'],36,1.83,,us,4000000,True
jared harris,male,1961-08-24,"['actor', 'voice_actor']",62,1.82,,gb,8000000,True
ed harris,male,1950-11-28,"['actor', 'screenwriter', 'film_director', 'film_producer', 'voice_actor']",73,1.75,,us,20000000,True
eva mendes,female,1974-03-05,"['actor', 'model', 'singer', 'designer', 'spokesperson', 'businessperson']",50,1.68,,us,20000000,True
brenda blethyn,female,1946-02-20,['actor'],78,1.57,,gb,5000000,True
james mcavoy,male,1979-04-21,"['actor', 'voice_actor']",44,1.7,,gb,17000000,True
keira knightley,female,1985-03-26,"['actor', 'model', 'voice_actor']",38,1.7,,gb,80000000,True
roman polanski,male,1933-08-18,"['film_director', 'actor', 'screenwriter', 'film_producer', 'writer']",90,1.65,,fr,50000000,True
sharon tate,female,1943-01-24,"['actor', 'model']",26,1.65,1969-08-09,us,300000,False
steve mcqueen,male,1930-03-24,"['actor', 'film_producer']",50,1.77,1980-11-07,us,30000000,False
steve mcqueen,male,1969-10-09,"['artist', 'film_director', 'screenwriter', 'video_artist', 'film_producer']",54,,,gb,14000000,True
hugh jackman,male,1968-10-12,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'singer', 'dancer']",55,1.88,,au,180000000,True
scarlett johansson,female,1984-11-22,"['actor', 'singer', 'model', 'voice_actor']",39,1.6,,us,165000000,True
eric bana,male,1968-08-09,"['actor', 'film_producer', 'screenwriter', 'voice_actor', 'comedian', 'television_producer']",55,1.89,,au,45000000,True
rachel mcadams,female,1978-11-17,['actor'],45,1.63,,ca,16000000,True
ron livingston,male,1967-06-05,"['actor', 'voice_actor']",56,1.79,,us,5000000,True
troy baker,male,1976-04-01,"['actor', 'voice_actor', 'musician', 'guitarist']",47,1.91,,us,6000000,True
jennifer garner,female,1972-04-17,"['actor', 'television_producer', 'film_producer', 'spokesperson', 'businessperson', 'voice_actor', 'television_director']",51,1.73,,us,80000000,True
judy greer,female,1975-07-20,"['actor', 'voice_actor', 'television_producer']",48,1.78,,us,5000000,True
mark ruffalo,male,1967-11-22,"['actor', 'film_producer', 'film_director', 'screenwriter']",56,1.73,,us,35000000,True
angela lansbury,female,1925-10-16,"['actor', 'singer', 'television_producer', 'writer', 'author', 'voice_actor']",98,1.73,,us,70000000,True
colin firth,male,1960-09-10,"['actor', 'film_producer', 'screenwriter', 'voice_actor']",63,1.87,,gb,25000000,True
emma thompson,female,1959-04-15,"['actor', 'comedian', 'screenwriter', 'author', 'voice_actor', 'film_producer']",64,1.71,,gb,50000000,True
matthias schoenaerts,male,1977-12-08,['actor'],46,1.87,,be,4000000,True
tilda swinton,female,1960-11-05,"['actor', 'film_producer', 'model', 'voice_actor', 'screenwriter']",63,1.79,,gb,10000000,True
corey stoll,male,1976-03-14,['actor'],48,1.87,,us,3000000,True
kristen stewart,female,1990-04-09,['actor'],33,1.65,,us,70000000,True
sam waterston,male,1940-11-15,"['actor', 'television_producer', 'television_director', 'voice_actor', 'film_producer']",83,1.85,,us,15000000,True
jean reno,male,1948-07-30,"['actor', 'voice_actor']",75,1.88,,fr,70000000,True
jason mewes,male,1974-06-12,"['actor', 'radio_personality', 'film_producer', 'television_producer']",49,1.83,,us,3000000,True
gavin rossdale,male,1965-10-30,"['singer', 'guitarist', 'actor', 'musician', 'film_score_composer', 'songwriter']",58,1.85,,gb,45000000,True
gerard butler,male,1969-11-13,"['actor', 'film_producer']",54,1.88,,gb,40000000,True
wes bentley,male,1978-09-04,"['actor', 'film_producer']",45,1.8,,us,3000000,True
iko uwais,male,1983-02-12,"['martial_artist', 'actor', 'stunt_performer', 'fight_choreographer', 'football_player', 'truck_driver']",41,1.74,,id,4000000,True
jennifer garner,female,1972-04-17,"['actor', 'television_producer', 'film_producer', 'spokesperson', 'businessperson', 'voice_actor', 'television_director']",51,1.73,,us,80000000,True
martin henderson,male,1974-10-08,['actor'],49,1.78,,nz,6000000,True
kirsten dunst,female,1982-04-30,"['actor', 'singer', 'model', 'voice_actor']",41,1.7,,us,25000000,True
megan fox,female,1986-05-16,"['model', 'actor']",37,1.63,,us,8000000,True
simon pegg,male,1970-02-14,"['actor', 'screenwriter', 'comedian', 'film_producer', 'film_director', 'singer', 'voice_actor', 'writer']",54,1.78,,gb,25000000,True
margot robbie,female,1990-07-02,['actor'],33,1.68,,au,26000000,True
martin freeman,male,1971-09-08,"['actor', 'voice_actor']",52,1.69,,gb,20000000,True
tina fey,female,1970-05-18,"['writer', 'actor', 'comedian', 'voice_actor', 'screenwriter', 'television_producer', 'musician']",53,1.64,,us,75000000,True
angus sampson,male,1979,"['actor', 'screenwriter', 'voice_actor', 'film_director', 'film_producer']",,,,au,500000,
dermot mulroney,male,1963-10-31,"['actor', 'musician', 'film_director', 'voice_actor', 'film_producer']",60,1.77,,us,11000000,True
stefanie scott,female,,,,,,,300000,
aaron paul,male,1979-08-27,"['actor', 'voice_actor']",44,1.73,,us,20000000,True
alan rickman,male,1946-02-21,"['actor', 'graphic_designer', 'film_director', 'film_producer', 'screenwriter', 'voice_actor']",78,1.85,,gb,16000000,True
helen mirren,female,1945-07-26,"['actor', 'voice_actor', 'film_producer']",78,1.63,,gb,100000000,True
sarah snook,female,1987,['actor'],,,,au,3000000,
daniel bruhl,male,1978-06-16,['actor'],45,1.76,,de,4000000,True
emma watson,female,1990-04-15,"['actor', 'model']",33,1.65,,gb,80000000,True
bryan cranston,male,1956-03-07,"['actor', 'voice_actor', 'television_director', 'television_producer', 'screenwriter', 'film_producer', 'film_director', 'writer']",68,1.79,,us,40000000,True
dustin hoffman,male,1937-08-08,"['actor', 'television_producer', 'film_producer', 'film_director', 'voice_actor']",86,1.67,,us,100000000,True
jack black,male,1969-08-28,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'comedian', 'voice_actor', 'musician', 'record_producer', 'presenter', 'writer']",54,1.68,,us,50000000,True
john corbett,male,1961-05-09,"['singer', 'actor', 'hair_stylist', 'businessperson', 'spokesperson', 'laborer']",62,1.96,,us,9500000,True
nia vardalos,female,1962-09-24,"['actor', 'screenwriter', 'singer', 'voice_actor', 'film_director', 'television_producer', 'film_producer']",61,1.67,,us,10000000,True
hugh jackman,male,1968-10-12,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'singer', 'dancer']",55,1.88,,au,180000000,True
taron egerton,,,,,,,,6000000,
joel edgerton,male,1974-06-23,"['actor', 'screenwriter', 'film_producer', 'film_director', 'writer']",49,1.8,,au,3000000,True
kirsten dunst,female,1982-04-30,"['actor', 'singer', 'model', 'voice_actor']",41,1.7,,us,25000000,True
michael shannon,male,1974-08-07,"['actor', 'musician']",49,1.9,,us,8000000,True
derek luke,male,1974-04-24,['actor'],49,1.78,,us,5000000,True
laz alonso,male,1974-03-25,"['actor', 'banker', 'businessperson']",49,1.83,,us,2500000,True
michael ealy,male,1973-08-03,['actor'],50,1.77,,us,3000000,True
diane farr,female,1969-09-07,"['actor', 'film_producer', 'screenwriter']",54,1.68,,us,2000000,True
michael jai white,male,1967-11-10,"['actor', 'martial_artist', 'screenwriter', 'television_producer', 'stunt_performer', 'film_producer', 'teacher']",56,1.83,,us,3500000,True
scott adkins,male,1976-06-17,"['actor', 'martial_artist', 'stunt_performer']",47,1.78,,gb,2000000,True
peter falk,male,1927-09-16,"['actor', 'television_producer', 'artist', 'certified_public_accountant', 'visual_artist']",83,1.68,2011-06-23,us,5000000,False
ving rhames,male,1959-05-12,"['actor', 'film_producer', 'television_producer', 'voice_actor']",64,1.83,,us,16000000,True
wesley snipes,male,1962-07-31,"['actor', 'martial_artist', 'film_producer', 'businessperson', 'dancer', 'singer']",61,1.75,,us,10000000,True
colin farrell,male,1976-05-31,"['actor', 'film_producer']",47,1.78,,ie,80000000,True
matthew davis,male,1978-05-08,['actor'],45,1.81,,us,2000000,True
matt damon,male,1970-10-08,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'spokesperson']",53,1.78,,us,170000000,True
patton oswalt,male,1969-01-27,"['actor', 'film_producer', 'writer', 'voice_actor', 'television_producer', 'screenwriter', 'comedian']",55,1.7,,us,10000000,True
tony hale,male,1970-09-30,"['actor', 'television_producer', 'voice_actor']",53,1.85,,us,9000000,True
john goodman,male,1952-06-20,"['actor', 'voice_actor', 'television_producer', 'comedian']",71,1.88,,us,65000000,True
mary elizabeth winstead,female,1984-11-28,"['actor', 'singer', 'film_producer']",39,1.73,,us,6000000,True
mark strong,male,1963-08-05,"['actor', 'voice_actor']",60,1.88,,gb,9000000,True
sacha baron cohen,male,1971-10-13,"['comedian', 'actor', 'fashion_model', 'voice_actor', 'screenwriter', 'film_producer', 'television_producer']",52,1.91,,gb,160000000,True
max greenfield,male,1980-09-04,['actor'],43,1.78,,us,3000000,True
sally field,female,1946-11-06,"['singer', 'actor', 'film_producer', 'film_director', 'television_producer', 'screenwriter', 'television_director', 'voice_actor']",77,1.59,,us,55000000,True
christine lahti,female,1950-04-04,"['film_director', 'actor', 'voice_actor']",73,1.78,,us,2000000,True
katie holmes,female,1978-12-18,"['actor', 'model']",45,1.75,,us,25000000,True
maggie smith,female,,,,,,,18000000,
ryan phillippe,male,1974-09-10,"['actor', 'businessperson', 'film_producer', 'film_director', 'screenwriter']",49,1.75,,us,30000000,True
christopher walken,male,1943-03-31,"['actor', 'screenwriter', 'film_director', 'voice_actor']",80,1.83,,us,50000000,True
ray stevenson,male,1964-05-25,['actor'],59,1.93,,gb,8000000,True
clive owen,male,1964-10-03,"['actor', 'film_producer']",59,1.89,,gb,30000000,True
jaeden lieberher,,,,,,,,4000000,
maria bello,female,1967-04-18,"['actor', 'singer', 'activist', 'businessperson']",56,1.65,,us,12000000,True
christina ricci,female,1980-02-12,"['actor', 'spokesperson', 'voice_actor']",44,1.55,,us,18000000,True
jason biggs,male,1978-05-12,"['actor', 'television_producer', 'voice_actor', 'film_producer', 'musician']",45,1.78,,us,18000000,True
woody allen,male,1935-12-01,"['actor', 'comedian', 'film_director', 'playwright', 'musician', 'screenwriter', 'writer', 'voice_actor', 'film_score_composer', 'film_producer']",88,1.65,,us,140000000,True
james badge dale,male,1978-05-01,['actor'],45,1.8,,us,1500000,True
john krasinski,male,1979-10-20,"['actor', 'television_producer', 'television_director', 'voice_actor', 'film_producer', 'film_director', 'screenwriter']",44,1.91,,us,80000000,True
pablo schreiber,male,1978-04-26,['actor'],45,1.96,,us,4000000,True
david thewlis,male,1963-03-20,"['actor', 'author', 'film_director', 'screenwriter', 'voice_actor']",61,1.89,,gb,800000,True
jennifer jason leigh,female,1962-02-05,"['actor', 'voice_actor', 'film_producer', 'screenwriter']",62,1.6,,us,5000000,True
anna kendrick,female,1985-08-09,"['actor', 'singer', 'voice_actor']",38,1.57,,us,20000000,True
sam rockwell,male,1968-11-05,['actor'],55,1.75,,us,30000000,True
tim roth,male,1961-05-14,"['actor', 'television_producer', 'film_director']",62,1.7,,gb,7000000,True
george clooney,male,1961-05-06,"['actor', 'film_producer', 'film_director', 'television_producer', 'television_director', 'voice_actor', 'screenwriter']",62,1.8,,us,500000000,True
josh brolin,male,1968-02-12,"['actor', 'stock_trader', 'film_producer']",56,1.79,,us,45000000,True
gabriel byrne,male,1950-05-12,"['actor', 'film_producer', 'film_director', 'writer', 'teacher', 'cook', 'author', 'screenwriter', 'archaeologist']",73,1.78,,ie,16000000,True
isabelle huppert,female,1953-03-16,['actor'],71,1.6,,fr,40000000,True
jesse eisenberg,male,1983-10-05,"['actor', 'voice_actor', 'playwright']",40,1.71,,us,10000000,True
matthew macfadyen,male,1974-10-17,['actor'],49,1.88,,gb,3000000,True
julie benz,female,1972-05-01,"['actor', 'figure_skater', 'presenter']",51,1.63,,us,6000000,True
sylvester stallone,male,1946-07-06,"['screenwriter', 'actor', 'film_director', 'television_producer', 'film_producer', 'voice_actor']",77,1.77,,us,400000000,True
booboo stewart,male,1994-01-21,"['model', 'actor', 'dancer', 'martial_artist', 'stunt_performer', 'film_producer', 'singer-songwriter']",30,1.73,,us,4000000,True
henry rollins,male,1961-02-13,"['writer', 'actor', 'screenwriter', 'musician', 'journalist', 'presenter', 'singer', 'radio_personality', 'comedian', 'voice_actor']",63,1.75,,us,6000000,True
alfie allen,male,1986-09-12,['actor'],37,1.75,,gb,6000000,True
keanu reeves,male,1964-09-02,"['actor', 'voice_actor']",59,1.86,,ca,360000000,True
michael nyqvist,male,1960-11-08,"['actor', 'author']",56,,2017-06-27,se,15000000,False
ginnifer goodwin,female,1978-05-22,['actor'],45,1.68,,us,8000000,True
jason bateman,male,1969-01-14,"['actor', 'television_director', 'television_producer', 'film_producer', 'voice_actor']",55,1.8,,us,30000000,True
jaime king,female,1979-04-23,"['actor', 'model', 'screenwriter', 'film_director']",44,1.75,,us,8000000,True
rebecca de mornay,female,1959-08-29,"['actor', 'performer', 'film_producer']",64,1.66,,us,11000000,True
albert finney,male,1936-05-09,"['actor', 'film_producer', 'singer', 'film_director', 'voice_actor']",82,1.75,2019-02-07,gb,10000000,False
ioan gruffudd,male,1973-10-06,"['actor', 'voice_actor']",50,1.8,,gb,5000000,True
michael gambon,male,1940-10-19,"['actor', 'engineer', 'voice_actor']",83,1.83,,ie,15000000,True
jason sudeikis,male,1975-09-18,"['actor', 'comedian', 'voice_actor', 'screenwriter']",48,1.85,,us,20000000,True
stephan james,male,1993,['actor'],,,,,3000000,
anthony mackie,male,1978-09-23,"['actor', 'entrepreneur']",45,1.78,,us,8000000,True
casey affleck,male,1975-08-12,"['actor', 'film_director', 'screenwriter', 'film_producer', 'voice_actor', 'film_editor']",48,1.75,,us,20000000,True
chiwetel ejiofor,male,1977-07-10,"['actor', 'film_director', 'screenwriter']",46,1.78,,gb,12000000,True
dakota johnson,female,1989-10-04,"['actor', 'fashion_model']",34,,,us,14000000,True
rebel wilson,female,1986-02-03,"['actor', 'stand-up_comedian', 'screenwriter', 'spokesperson', 'voice_actor', 'entrepreneur', 'television_producer', 'comedian']",38,1.59,,au,22000000,True
casey affleck,male,1975-08-12,"['actor', 'film_director', 'screenwriter', 'film_producer', 'voice_actor', 'film_editor']",48,1.75,,us,20000000,True
chris pine,male,1980-08-26,"['actor', 'voice_actor']",43,1.83,,us,30000000,True
patrick wilson,male,1973-07-03,"['actor', 'singer', 'film_producer']",50,1.85,,us,7000000,True
chris pontius,male,1974-07-16,"['actor', 'stunt_performer', 'writer', 'entertainer']",49,1.73,,us,12000000,True
elle fanning,female,1998-04-09,"['actor', 'voice_actor']",25,1.72,,us,6000000,True
stephen dorff,male,1973-07-29,['actor'],50,1.7,,us,12000000,True
devon bostick,male,1991-11-13,['actor'],32,1.81,,ca,3000000,True
zachary gordon,male,1998-02-15,"['actor', 'voice_actor']",26,1.65,,us,2000000,True
diane lane,female,1965-01-22,['actor'],59,1.7,,us,40000000,True
mickey rourke,male,1952-09-16,"['actor', 'professional_boxer', 'screenwriter']",71,1.8,,us,10000000,True
thomas jane,male,1969-02-22,"['actor', 'film_director', 'comic_book_creator', 'voice_actor', 'writer', 'film_producer', 'screenwriter']",55,1.8,,us,16000000,True
elijah wood,male,1981-01-28,"['actor', 'film_producer', 'voice_actor']",43,1.68,,us,20000000,True
john hurt,male,1940-01-22,"['actor', 'voice_actor']",84,1.75,,gb,30000000,True
joseph fiennes,male,1970-05-27,"['actor', 'voice_actor']",53,1.83,,gb,10000000,True
tom felton,male,1987-09-22,"['actor', 'singer', 'voice_actor']",36,1.75,,gb,20000000,True
ralph ineson,male,1969-12-15,"['actor', 'teacher']",54,1.91,,gb,4000000,True
frances fisher,female,1952-05-11,['actor'],71,1.63,,us,2000000,True
jessica chastain,female,1977-03-24,"['actor', 'film_producer']",46,1.63,,us,40000000,True
frank welker,male,1946-03-12,"['voice_actor', 'actor']",78,1.73,,us,15000000,True
matthew lillard,male,1970-01-24,"['actor', 'film_producer', 'film_director', 'voice_actor']",54,1.91,,us,2000000,True
scott adkins,male,1976-06-17,"['actor', 'martial_artist', 'stunt_performer']",47,1.78,,gb,2000000,True
audrey tautou,female,1976-08-09,"['actor', 'model']",47,1.6,,fr,20000000,True
chiwetel ejiofor,male,1977-07-10,"['actor', 'film_director', 'screenwriter']",46,1.78,,gb,12000000,True
jet li,male,1963-04-26,"['actor', 'martial_artist', 'film_producer']",60,1.68,,,250000000,True
morena baccarin,female,1979-06-02,['actor'],44,1.71,,us,8000000,True
ryan reynolds,male,1976-10-23,"['actor', 'voice_actor', 'film_producer']",47,1.88,,ca,150000000,True
lauren cohan,female,1982-01-07,"['actor', 'model']",42,1.72,,us,4000000,True
michael moore,male,1954-04-23,"['film_director', 'film_producer', 'screenwriter', 'writer', 'actor', 'critic', 'presenter']",69,1.82,,us,30000000,True
alexandra daddario,female,1986-03-16,"['actor', 'model']",38,1.73,,us,8000000,True
benjamin walker,male,1982-06-21,"['actor', 'stand-up_comedian']",41,1.91,,us,6000000,True
teresa palmer,female,1986-02-26,"['actor', 'model', 'film_producer']",38,1.67,,au,3000000,True
adrien brody,male,1973-04-14,"['actor', 'film_producer', 'voice_actor']",50,1.85,,us,16000000,True
beyonce,female,1981-09-04,"['singer', 'actor', 'film_producer', 'songwriter', 'record_producer', 'television_producer', 'musician', 'businessperson', 'voice_actor', 'music_artist']",42,1.69,,us,500000000,True
beyonce knowles,female,1981-09-04,"['singer', 'actor', 'film_producer', 'songwriter', 'record_producer', 'television_producer', 'musician', 'businessperson', 'voice_actor', 'music_artist']",42,1.69,,us,500000000,True
beyonce and jay-z,,,,,,,,1500000000,
jeffrey wright,male,1965-12-07,['actor'],58,1.8,,us,8000000,True
judd apatow,male,1967-12-06,"['film_producer', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'comedian']",56,1.74,,us,150000000,True
kevin bacon,male,1958-07-08,"['actor', 'musician', 'voice_actor', 'television_director', 'film_producer', 'film_score_composer']",65,1.79,,us,45000000,True
jennifer lawrence,female,1990-08-15,"['actor', 'model', 'film_producer']",33,1.75,,us,160000000,True
robert de niro,male,1943-08-17,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",80,1.77,,us,500000000,True
hugh jackman,male,1968-10-12,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'singer', 'dancer']",55,1.88,,au,180000000,True
meg ryan,female,1961-11-19,"['actor', 'film_producer', 'voice_actor']",62,1.73,,us,85000000,True
eddie redmayne,male,1982-01-06,"['actor', 'model', 'singer']",42,1.8,,gb,4000000,True
juno temple,female,1989-07-21,['actor'],34,1.57,,gb,1000000,True
romola garai,female,1982-08-06,"['actor', 'model']",41,1.75,,cn,2000000,True
michiel huisman,male,1981-07-18,"['actor', 'musician']",42,,,nl,3000000,True
adam scott,male,1973-04-03,"['actor', 'film_producer', 'television_producer', 'television_director', 'screenwriter']",50,1.77,,us,8000000,True
adam scott,male,1980-07-16,['golfer'],43,1.83,,au,50000000,True
toni collette,female,1972-11-01,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']",51,1.73,,au,18000000,True
miles teller,male,1987-02-20,['actor'],37,1.83,,us,10000000,True
shailene woodley,female,1991-11-15,"['actor', 'model']",32,1.73,,us,12000000,True
ben kingsley,male,1943-12-31,"['actor', 'voice_actor']",80,1.73,,gb,60000000,True
luke wilson,male,1971-09-21,"['actor', 'film_director', 'comedian', 'screenwriter', 'film_producer']",52,1.83,,us,50000000,True
tea leoni,female,1966-02-25,"['actor', 'film_producer']",58,1.7,,us,50000000,True
brittany murphy,female,1977-11-10,"['actor', 'singer', 'musician', 'voice_actor']",32,1.6,2009-12-20,us,10000000,False
dakota fanning,female,1994-02-23,"['actor', 'voice_actor']",30,1.63,,us,12000000,True
david bowie,male,1947-01-08,"['singer', 'actor', 'songwriter', 'musician', 'film_score_composer', 'music_arranger', 'record_producer', 'singer-songwriter']",69,1.78,2016-01-10,gb,230000000,False
joey ramone,male,1951-05-19,"['singer', 'singer-songwriter', 'songwriter', 'musician']",49,1.98,2001-04-15,us,6000000,False
rodney bingenheimer,male,1947-12-15,"['radio_personality', 'disc_jockey', 'actor']",76,,,us,2000000,True
leonardo dicaprio,male,1974-11-11,"['actor', 'film_producer', 'television_producer']",49,1.83,,us,260000000,True
tom hardy,male,1977-09-15,['actor'],46,1.75,,gb,45000000,True
benicio del toro,male,1967-02-19,"['actor', 'film_producer', 'film_director']",57,1.85,,pr,45000000,True
tim robbins,male,1958-10-16,"['actor', 'musician', 'screenwriter', 'activist', 'film_director', 'film_producer', 'voice_actor']",65,1.96,,us,70000000,True
daniel craig,male,1968-03-02,"['actor', 'voice_actor']",56,1.78,,gb,160000000,True
steve mcfadden,male,1959-03-20,['actor'],65,1.73,,gb,3500000,True
steve morse,male,1954-07-28,"['songwriter', 'musician', 'guitarist', 'film_score_composer']",69,,,us,8000000,True
steven van zandt,male,1950-11-22,"['record_producer', 'disc_jockey', 'musician', 'actor', 'singer-songwriter', 'guitarist', 'songwriter', 'music_arranger']",73,1.7,,us,80000000,True
tate stevens,male,1975-03-01,['singer'],49,,,us,3000000,True
steve wariner,male,1954-12-25,"['songwriter', 'singer', 'singer-songwriter', 'guitarist', 'bassist', 'record_producer']",69,,,us,10000000,True
steve taylor,male,1957-12-09,"['film_producer', 'film_director', 'songwriter', 'record_producer', 'singer']",66,,,us,3000000,True
chris evert,female,1954-12-21,"['tennis_player', 'actor']",69,1.68,,us,16000000,True
kate levering,female,1979-01-03,"['actor', 'dancer']",45,1.62,,us,2000000,True
mclean stevenson,male,1927-11-14,['actor'],68,1.91,1996-02-15,us,6000000,False
steven spence,,,,,,,,75000,
steve doocy,male,1956-10-19,"['tv_journalist', 'journalist', 'author', 'commentator', 'presenter']",67,,,us,11000000,True
steve price,male,1955-01-13,"['presenter', 'actor']",69,,,,2000000,True
steve wynn,male,1942-01-27,"['businessperson', 'entrepreneur']",82,,,us,3100000000,True
steve smith,male,1945-12-24,"['writer', 'actor', 'screenwriter', 'television_producer', 'television_director']",78,,,ca,5000000,True
christopher reeve,male,1952-09-25,"['actor', 'author', 'television_producer', 'voice_actor', 'film_director', 'screenwriter', 'film_producer']",52,1.93,2004-10-10,us,3000000,False
doc severinsen,male,1927-07-07,"['bandleader', 'trumpeter', 'actor']",96,,,us,20000000,True
steve gonsalves,male,,"['film_producer', 'businessperson', 'police_officer', 'drummer']",,,,,400000,
steve jones,male,1955-09-03,"['singer', 'drummer', 'guitarist', 'musician', 'actor', 'record_producer']",68,,,gb,8000000,True
steve harris (actor),male,1965-12-03,"['actor', 'voice_actor']",58,1.83,,us,500000,True
eve best,female,1971-07-31,['actor'],52,1.77,,gb,3000000,True
steve zahn,male,1967-11-13,"['actor', 'comedian', 'voice_actor']",56,1.71,,us,25000000,True
robbie knievel,male,1962-05-07,['stunt_performer'],61,,,us,10000000,True
beverley mahood,female,1974-11-02,"['singer', 'singer-songwriter']",49,,,ca,10000000,True
paul revere,,,,,,,,5000000,
steve clifford,male,1961-05-28,['basketball_coach'],62,,,us,4000000,True
bill stevenson,male,1963-09-10,"['record_producer', 'drummer', 'musician', 'audio_engineer']",60,,,us,5000000,True
steve angello,male,1982-11-22,"['disc_jockey', 'record_producer', 'remixer', 'electronic_musician']",41,,,se,24000000,True
steve railsback,male,1945-11-16,"['actor', 'film_producer']",78,,,us,2000000,True
rick steves,male,1955-05-10,"['writer', 'author', 'tv_personality']",68,1.83,,us,10000000,True
alejandro gomez monteverde,male,1977-07-13,"['film_producer', 'film_director', 'screenwriter', 'film_editor', 'actor']",46,,,mx,2000000,True
alison lohman,female,1979-09-18,['actor'],44,1.57,,us,5000000,True
benicio del toro,male,1967-02-19,"['actor', 'film_producer', 'film_director']",57,1.85,,pr,45000000,True
halle berry,female,1966-08-14,"['actor', 'model', 'voice_actor', 'film_producer', 'television_producer']",57,1.66,,us,90000000,True
alan arkin,male,1934-03-26,"['actor', 'television_director', 'singer', 'musician', 'screenwriter', 'film_director']",89,1.75,,us,15000000,True
billy crudup,male,1968-07-08,"['actor', 'voice_actor']",55,1.74,,us,6000000,True
greg kinnear,male,1963-06-17,"['actor', 'screenwriter', 'television_producer', 'voice_actor', 'tv_personality']",60,1.76,,us,20000000,True
michelle yeoh,female,1962-08-06,"['actor', 'dancer', 'film_producer']",61,1.63,,my,40000000,True
christopher gorham,male,1974-08-14,"['actor', 'film_director', 'screenwriter', 'television_director', 'voice_actor']",49,1.82,,us,5000000,True
rosario dawson,female,1979-05-09,"['actor', 'singer', 'writer', 'voice_actor', 'film_producer']",44,1.7,,us,8000000,True
christopher lee,male,1922-05-27,"['actor', 'author', 'singer', 'voice_actor', 'film_producer', 'military_officer']",101,1.96,,gb,25000000,True
donald sutherland,male,1935-07-17,"['actor', 'voice_actor', 'spokesperson', 'film_producer']",88,1.93,,ca,60000000,True
kiefer sutherland,male,1966-12-21,"['actor', 'film_director', 'television_producer', 'television_director', 'film_producer', 'voice_actor']",57,1.75,,ca,100000000,True
daisy ridley,female,,['actor'],,1.7,,gb,9000000,
john boyega,male,1992-03-17,['actor'],32,,,gb,6000000,True
billy bob thornton,male,1955-08-04,"['actor', 'musician', 'screenwriter', 'film_director', 'voice_actor', 'singer-songwriter', 'film_producer']",68,1.83,,us,45000000,True
bruce willis,male,1955-03-19,"['actor', 'film_producer', 'television_producer', 'businessperson', 'voice_actor', 'singer', 'musician', 'writer', 'composer']",69,1.83,,us,250000000,True
cate blanchett,female,1969-05-14,"['actor', 'film_producer', 'voice_actor']",54,1.74,,au,95000000,True
jamie bell,male,1986-03-14,"['actor', 'dancer']",38,1.7,,gb,11000000,True
josh lucas,male,1971-06-20,"['actor', 'film_producer', 'cinematographer', 'voice_actor']",52,1.82,,us,8000000,True
