height,is_alive,nationality,net_worth,birthday,occupation,gender,name,age,death
1.7,True,us,2000000,1988-01-07,"['singer', 'actor']",female,haley bennett,36,
,True,za,15000000,1973-11-27,"['actor', 'film_director', 'film_producer']",male,sharlto copley,50,
1.7,True,gb,7000000,1961-05-14,"['actor', 'television_producer', 'film_director']",male,tim roth,62,
1.78,True,ie,8000000,1968-04-24,['actor'],male,aidan gillen,55,
1.8,True,us,30000000,1978-04-19,"['actor', 'author', 'film_director', 'screenwriter', 'film_producer', 'teacher', 'model', 'film_editor', 'poet']",male,james franco,45,
1.83,True,gb,5000000,1967-10-29,['actor'],male,rufus sewell,56,
1.68,True,gb,5000000,1980-03-18,['actor'],female,sophia myles,44,
1.79,True,us,100000000,1959-07-26,"['actor', 'film_producer', 'screenwriter', 'film_director', 'television_producer', 'voice_actor', 'theatre_director']",male,kevin spacey,64,
1.9,True,us,8000000,1974-08-07,"['actor', 'musician']",male,michael shannon,49,
1.78,True,us,10000000,1951-07-09,"['actor', 'voice_actor']",male,chris cooper,72,
1.83,True,us,80000000,1980-12-19,"['actor', 'film_producer']",male,jake gyllenhaal,43,
1.64,True,au,30000000,1968-09-28,"['actor', 'film_producer', 'voice_actor']",female,naomi watts,55,
1.73,True,us,35000000,1964-11-29,"['actor', 'film_producer', 'television_producer', 'author', 'voice_actor', 'film_director', 'screenwriter']",male,don cheadle,59,
1.92,True,us,150000000,1972-08-15,"['actor', 'film_director', 'screenwriter', 'film_producer', 'television_producer', 'professional_poker_player', 'businessperson']",male,ben affleck,51,
1.85,True,gb,40000000,1983-05-05,['actor'],male,henry cavill,40,
1.8,True,ie,10000000,1953-05-30,['actor'],male,colm meaney,70,
1.66,True,us,4000000,1989-04-18,['actor'],female,alia shawkat,34,
1.75,True,us,10000000,1989-03-11,"['actor', 'voice_actor']",male,anton yelchin,35,
1.63,True,gb,2000000,1989-06-03,"['actor', 'model']",female,imogen poots,34,
1.85,True,us,1500000,1992-08-27,"['actor', 'singer']",male,blake jenner,31,
1.83,True,us,4000000,1987-09-11,['actor'],male,tyler hoechlin,36,
1.82,True,gb,8000000,1961-08-24,"['actor', 'voice_actor']",male,jared harris,62,
1.75,True,us,20000000,1950-11-28,"['actor', 'screenwriter', 'film_director', 'film_producer', 'voice_actor']",male,ed harris,73,
1.68,True,us,20000000,1974-03-05,"['actor', 'model', 'singer', 'designer', 'spokesperson', 'businessperson']",female,eva mendes,50,
1.57,True,gb,5000000,1946-02-20,['actor'],female,brenda blethyn,78,
1.7,True,gb,17000000,1979-04-21,"['actor', 'voice_actor']",male,james mcavoy,44,
1.7,True,gb,80000000,1985-03-26,"['actor', 'model', 'voice_actor']",female,keira knightley,38,
1.65,True,fr,50000000,1933-08-18,"['film_director', 'actor', 'screenwriter', 'film_producer', 'writer']",male,roman polanski,90,
1.65,False,us,300000,1943-01-24,"['actor', 'model']",female,sharon tate,26,1969-08-09
1.77,False,us,30000000,1930-03-24,"['actor', 'film_producer']",male,steve mcqueen,50,1980-11-07
,True,gb,14000000,1969-10-09,"['artist', 'film_director', 'screenwriter', 'video_artist', 'film_producer']",male,steve mcqueen,54,
1.88,True,au,180000000,1968-10-12,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'singer', 'dancer']",male,hugh jackman,55,
1.6,True,us,165000000,1984-11-22,"['actor', 'singer', 'model', 'voice_actor']",female,scarlett johansson,39,
1.89,True,au,45000000,1968-08-09,"['actor', 'film_producer', 'screenwriter', 'voice_actor', 'comedian', 'television_producer']",male,eric bana,55,
1.63,True,ca,16000000,1978-11-17,['actor'],female,rachel mcadams,45,
1.79,True,us,5000000,1967-06-05,"['actor', 'voice_actor']",male,ron livingston,56,
1.91,True,us,6000000,1976-04-01,"['actor', 'voice_actor', 'musician', 'guitarist']",male,troy baker,47,
1.73,True,us,80000000,1972-04-17,"['actor', 'television_producer', 'film_producer', 'spokesperson', 'businessperson', 'voice_actor', 'television_director']",female,jennifer garner,51,
1.78,True,us,5000000,1975-07-20,"['actor', 'voice_actor', 'television_producer']",female,judy greer,48,
1.73,True,us,35000000,1967-11-22,"['actor', 'film_producer', 'film_director', 'screenwriter']",male,mark ruffalo,56,
1.73,True,us,70000000,1925-10-16,"['actor', 'singer', 'television_producer', 'writer', 'author', 'voice_actor']",female,angela lansbury,98,
1.87,True,gb,25000000,1960-09-10,"['actor', 'film_producer', 'screenwriter', 'voice_actor']",male,colin firth,63,
1.71,True,gb,50000000,1959-04-15,"['actor', 'comedian', 'screenwriter', 'author', 'voice_actor', 'film_producer']",female,emma thompson,64,
1.87,True,be,4000000,1977-12-08,['actor'],male,matthias schoenaerts,46,
1.79,True,gb,10000000,1960-11-05,"['actor', 'film_producer', 'model', 'voice_actor', 'screenwriter']",female,tilda swinton,63,
1.87,True,us,3000000,1976-03-14,['actor'],male,corey stoll,48,
1.65,True,us,70000000,1990-04-09,['actor'],female,kristen stewart,33,
1.85,True,us,15000000,1940-11-15,"['actor', 'television_producer', 'television_director', 'voice_actor', 'film_producer']",male,sam waterston,83,
1.88,True,fr,70000000,1948-07-30,"['actor', 'voice_actor']",male,jean reno,75,
1.83,True,us,3000000,1974-06-12,"['actor', 'radio_personality', 'film_producer', 'television_producer']",male,jason mewes,49,
1.85,True,gb,45000000,1965-10-30,"['singer', 'guitarist', 'actor', 'musician', 'film_score_composer', 'songwriter']",male,gavin rossdale,58,
1.88,True,gb,40000000,1969-11-13,"['actor', 'film_producer']",male,gerard butler,54,
1.8,True,us,3000000,1978-09-04,"['actor', 'film_producer']",male,wes bentley,45,
1.74,True,id,4000000,1983-02-12,"['martial_artist', 'actor', 'stunt_performer', 'fight_choreographer', 'football_player', 'truck_driver']",male,iko uwais,41,
1.73,True,us,80000000,1972-04-17,"['actor', 'television_producer', 'film_producer', 'spokesperson', 'businessperson', 'voice_actor', 'television_director']",female,jennifer garner,51,
1.78,True,nz,6000000,1974-10-08,['actor'],male,martin henderson,49,
1.7,True,us,25000000,1982-04-30,"['actor', 'singer', 'model', 'voice_actor']",female,kirsten dunst,41,
1.63,True,us,8000000,1986-05-16,"['model', 'actor']",female,megan fox,37,
1.78,True,gb,25000000,1970-02-14,"['actor', 'screenwriter', 'comedian', 'film_producer', 'film_director', 'singer', 'voice_actor', 'writer']",male,simon pegg,54,
1.68,True,au,26000000,1990-07-02,['actor'],female,margot robbie,33,
1.69,True,gb,20000000,1971-09-08,"['actor', 'voice_actor']",male,martin freeman,52,
1.64,True,us,75000000,1970-05-18,"['writer', 'actor', 'comedian', 'voice_actor', 'screenwriter', 'television_producer', 'musician']",female,tina fey,53,
,,au,500000,1979,"['actor', 'screenwriter', 'voice_actor', 'film_director', 'film_producer']",male,angus sampson,,
1.77,True,us,11000000,1963-10-31,"['actor', 'musician', 'film_director', 'voice_actor', 'film_producer']",male,dermot mulroney,60,
,,,300000,,,female,stefanie scott,,
1.73,True,us,20000000,1979-08-27,"['actor', 'voice_actor']",male,aaron paul,44,
1.85,True,gb,16000000,1946-02-21,"['actor', 'graphic_designer', 'film_director', 'film_producer', 'screenwriter', 'voice_actor']",male,alan rickman,78,
1.63,True,gb,100000000,1945-07-26,"['actor', 'voice_actor', 'film_producer']",female,helen mirren,78,
,,au,3000000,1987,['actor'],female,sarah snook,,
1.76,True,de,4000000,1978-06-16,['actor'],male,daniel bruhl,45,
1.65,True,gb,80000000,1990-04-15,"['actor', 'model']",female,emma watson,33,
1.79,True,us,40000000,1956-03-07,"['actor', 'voice_actor', 'television_director', 'television_producer', 'screenwriter', 'film_producer', 'film_director', 'writer']",male,bryan cranston,68,
1.67,True,us,100000000,1937-08-08,"['actor', 'television_producer', 'film_producer', 'film_director', 'voice_actor']",male,dustin hoffman,86,
1.68,True,us,50000000,1969-08-28,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'comedian', 'voice_actor', 'musician', 'record_producer', 'presenter', 'writer']",male,jack black,54,
1.96,True,us,9500000,1961-05-09,"['singer', 'actor', 'hair_stylist', 'businessperson', 'spokesperson', 'laborer']",male,john corbett,62,
1.67,True,us,10000000,1962-09-24,"['actor', 'screenwriter', 'singer', 'voice_actor', 'film_director', 'television_producer', 'film_producer']",female,nia vardalos,61,
1.88,True,au,180000000,1968-10-12,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'singer', 'dancer']",male,hugh jackman,55,
,,,6000000,,,,taron egerton,,
1.8,True,au,3000000,1974-06-23,"['actor', 'screenwriter', 'film_producer', 'film_director', 'writer']",male,joel edgerton,49,
1.7,True,us,25000000,1982-04-30,"['actor', 'singer', 'model', 'voice_actor']",female,kirsten dunst,41,
1.9,True,us,8000000,1974-08-07,"['actor', 'musician']",male,michael shannon,49,
1.78,True,us,5000000,1974-04-24,['actor'],male,derek luke,49,
1.83,True,us,2500000,1974-03-25,"['actor', 'banker', 'businessperson']",male,laz alonso,49,
1.77,True,us,3000000,1973-08-03,['actor'],male,michael ealy,50,
1.68,True,us,2000000,1969-09-07,"['actor', 'film_producer', 'screenwriter']",female,diane farr,54,
1.83,True,us,3500000,1967-11-10,"['actor', 'martial_artist', 'screenwriter', 'television_producer', 'stunt_performer', 'film_producer', 'teacher']",male,michael jai white,56,
1.78,True,gb,2000000,1976-06-17,"['actor', 'martial_artist', 'stunt_performer']",male,scott adkins,47,
1.68,False,us,5000000,1927-09-16,"['actor', 'television_producer', 'artist', 'certified_public_accountant', 'visual_artist']",male,peter falk,83,2011-06-23
1.83,True,us,16000000,1959-05-12,"['actor', 'film_producer', 'television_producer', 'voice_actor']",male,ving rhames,64,
1.75,True,us,10000000,1962-07-31,"['actor', 'martial_artist', 'film_producer', 'businessperson', 'dancer', 'singer']",male,wesley snipes,61,
1.78,True,ie,80000000,1976-05-31,"['actor', 'film_producer']",male,colin farrell,47,
1.81,True,us,2000000,1978-05-08,['actor'],male,matthew davis,45,
1.78,True,us,170000000,1970-10-08,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'spokesperson']",male,matt damon,53,
1.7,True,us,10000000,1969-01-27,"['actor', 'film_producer', 'writer', 'voice_actor', 'television_producer', 'screenwriter', 'comedian']",male,patton oswalt,55,
1.85,True,us,9000000,1970-09-30,"['actor', 'television_producer', 'voice_actor']",male,tony hale,53,
1.88,True,us,65000000,1952-06-20,"['actor', 'voice_actor', 'television_producer', 'comedian']",male,john goodman,71,
1.73,True,us,6000000,1984-11-28,"['actor', 'singer', 'film_producer']",female,mary elizabeth winstead,39,
1.88,True,gb,9000000,1963-08-05,"['actor', 'voice_actor']",male,mark strong,60,
1.91,True,gb,160000000,1971-10-13,"['comedian', 'actor', 'fashion_model', 'voice_actor', 'screenwriter', 'film_producer', 'television_producer']",male,sacha baron cohen,52,
1.78,True,us,3000000,1980-09-04,['actor'],male,max greenfield,43,
1.59,True,us,55000000,1946-11-06,"['singer', 'actor', 'film_producer', 'film_director', 'television_producer', 'screenwriter', 'television_director', 'voice_actor']",female,sally field,77,
1.78,True,us,2000000,1950-04-04,"['film_director', 'actor', 'voice_actor']",female,christine lahti,73,
1.75,True,us,25000000,1978-12-18,"['actor', 'model']",female,katie holmes,45,
,,,18000000,,,female,maggie smith,,
1.75,True,us,30000000,1974-09-10,"['actor', 'businessperson', 'film_producer', 'film_director', 'screenwriter']",male,ryan phillippe,49,
1.83,True,us,50000000,1943-03-31,"['actor', 'screenwriter', 'film_director', 'voice_actor']",male,christopher walken,80,
1.93,True,gb,8000000,1964-05-25,['actor'],male,ray stevenson,59,
1.89,True,gb,30000000,1964-10-03,"['actor', 'film_producer']",male,clive owen,59,
,,,4000000,,,,jaeden lieberher,,
1.65,True,us,12000000,1967-04-18,"['actor', 'singer', 'activist', 'businessperson']",female,maria bello,56,
1.55,True,us,18000000,1980-02-12,"['actor', 'spokesperson', 'voice_actor']",female,christina ricci,44,
1.78,True,us,18000000,1978-05-12,"['actor', 'television_producer', 'voice_actor', 'film_producer', 'musician']",male,jason biggs,45,
1.65,True,us,140000000,1935-12-01,"['actor', 'comedian', 'film_director', 'playwright', 'musician', 'screenwriter', 'writer', 'voice_actor', 'film_score_composer', 'film_producer']",male,woody allen,88,
1.8,True,us,1500000,1978-05-01,['actor'],male,james badge dale,45,
1.91,True,us,80000000,1979-10-20,"['actor', 'television_producer', 'television_director', 'voice_actor', 'film_producer', 'film_director', 'screenwriter']",male,john krasinski,44,
1.96,True,us,4000000,1978-04-26,['actor'],male,pablo schreiber,45,
1.89,True,gb,800000,1963-03-20,"['actor', 'author', 'film_director', 'screenwriter', 'voice_actor']",male,david thewlis,61,
1.6,True,us,5000000,1962-02-05,"['actor', 'voice_actor', 'film_producer', 'screenwriter']",female,jennifer jason leigh,62,
1.57,True,us,20000000,1985-08-09,"['actor', 'singer', 'voice_actor']",female,anna kendrick,38,
1.75,True,us,30000000,1968-11-05,['actor'],male,sam rockwell,55,
1.7,True,gb,7000000,1961-05-14,"['actor', 'television_producer', 'film_director']",male,tim roth,62,
1.8,True,us,500000000,1961-05-06,"['actor', 'film_producer', 'film_director', 'television_producer', 'television_director', 'voice_actor', 'screenwriter']",male,george clooney,62,
1.79,True,us,45000000,1968-02-12,"['actor', 'stock_trader', 'film_producer']",male,josh brolin,56,
1.78,True,ie,16000000,1950-05-12,"['actor', 'film_producer', 'film_director', 'writer', 'teacher', 'cook', 'author', 'screenwriter', 'archaeologist']",male,gabriel byrne,73,
1.6,True,fr,40000000,1953-03-16,['actor'],female,isabelle huppert,71,
1.71,True,us,10000000,1983-10-05,"['actor', 'voice_actor', 'playwright']",male,jesse eisenberg,40,
1.88,True,gb,3000000,1974-10-17,['actor'],male,matthew macfadyen,49,
1.63,True,us,6000000,1972-05-01,"['actor', 'figure_skater', 'presenter']",female,julie benz,51,
1.77,True,us,400000000,1946-07-06,"['screenwriter', 'actor', 'film_director', 'television_producer', 'film_producer', 'voice_actor']",male,sylvester stallone,77,
1.73,True,us,4000000,1994-01-21,"['model', 'actor', 'dancer', 'martial_artist', 'stunt_performer', 'film_producer', 'singer-songwriter']",male,booboo stewart,30,
1.75,True,us,6000000,1961-02-13,"['writer', 'actor', 'screenwriter', 'musician', 'journalist', 'presenter', 'singer', 'radio_personality', 'comedian', 'voice_actor']",male,henry rollins,63,
1.75,True,gb,6000000,1986-09-12,['actor'],male,alfie allen,37,
1.86,True,ca,360000000,1964-09-02,"['actor', 'voice_actor']",male,keanu reeves,59,
,False,se,15000000,1960-11-08,"['actor', 'author']",male,michael nyqvist,56,2017-06-27
1.68,True,us,8000000,1978-05-22,['actor'],female,ginnifer goodwin,45,
1.8,True,us,30000000,1969-01-14,"['actor', 'television_director', 'television_producer', 'film_producer', 'voice_actor']",male,jason bateman,55,
1.75,True,us,8000000,1979-04-23,"['actor', 'model', 'screenwriter', 'film_director']",female,jaime king,44,
1.66,True,us,11000000,1959-08-29,"['actor', 'performer', 'film_producer']",female,rebecca de mornay,64,
1.75,False,gb,10000000,1936-05-09,"['actor', 'film_producer', 'singer', 'film_director', 'voice_actor']",male,albert finney,82,2019-02-07
1.8,True,gb,5000000,1973-10-06,"['actor', 'voice_actor']",male,ioan gruffudd,50,
1.83,True,ie,15000000,1940-10-19,"['actor', 'engineer', 'voice_actor']",male,michael gambon,83,
1.85,True,us,20000000,1975-09-18,"['actor', 'comedian', 'voice_actor', 'screenwriter']",male,jason sudeikis,48,
,,,3000000,1993,['actor'],male,stephan james,,
1.78,True,us,8000000,1978-09-23,"['actor', 'entrepreneur']",male,anthony mackie,45,
1.75,True,us,20000000,1975-08-12,"['actor', 'film_director', 'screenwriter', 'film_producer', 'voice_actor', 'film_editor']",male,casey affleck,48,
1.78,True,gb,12000000,1977-07-10,"['actor', 'film_director', 'screenwriter']",male,chiwetel ejiofor,46,
,True,us,14000000,1989-10-04,"['actor', 'fashion_model']",female,dakota johnson,34,
1.59,True,au,22000000,1986-02-03,"['actor', 'stand-up_comedian', 'screenwriter', 'spokesperson', 'voice_actor', 'entrepreneur', 'television_producer', 'comedian']",female,rebel wilson,38,
1.75,True,us,20000000,1975-08-12,"['actor', 'film_director', 'screenwriter', 'film_producer', 'voice_actor', 'film_editor']",male,casey affleck,48,
1.83,True,us,30000000,1980-08-26,"['actor', 'voice_actor']",male,chris pine,43,
1.85,True,us,7000000,1973-07-03,"['actor', 'singer', 'film_producer']",male,patrick wilson,50,
1.73,True,us,12000000,1974-07-16,"['actor', 'stunt_performer', 'writer', 'entertainer']",male,chris pontius,49,
1.72,True,us,6000000,1998-04-09,"['actor', 'voice_actor']",female,elle fanning,25,
1.7,True,us,12000000,1973-07-29,['actor'],male,stephen dorff,50,
1.81,True,ca,3000000,1991-11-13,['actor'],male,devon bostick,32,
1.65,True,us,2000000,1998-02-15,"['actor', 'voice_actor']",male,zachary gordon,26,
1.7,True,us,40000000,1965-01-22,['actor'],female,diane lane,59,
1.8,True,us,10000000,1952-09-16,"['actor', 'professional_boxer', 'screenwriter']",male,mickey rourke,71,
1.8,True,us,16000000,1969-02-22,"['actor', 'film_director', 'comic_book_creator', 'voice_actor', 'writer', 'film_producer', 'screenwriter']",male,thomas jane,55,
1.68,True,us,20000000,1981-01-28,"['actor', 'film_producer', 'voice_actor']",male,elijah wood,43,
1.75,True,gb,30000000,1940-01-22,"['actor', 'voice_actor']",male,john hurt,84,
1.83,True,gb,10000000,1970-05-27,"['actor', 'voice_actor']",male,joseph fiennes,53,
1.75,True,gb,20000000,1987-09-22,"['actor', 'singer', 'voice_actor']",male,tom felton,36,
1.91,True,gb,4000000,1969-12-15,"['actor', 'teacher']",male,ralph ineson,54,
1.63,True,us,2000000,1952-05-11,['actor'],female,frances fisher,71,
1.63,True,us,40000000,1977-03-24,"['actor', 'film_producer']",female,jessica chastain,46,
1.73,True,us,15000000,1946-03-12,"['voice_actor', 'actor']",male,frank welker,78,
1.91,True,us,2000000,1970-01-24,"['actor', 'film_producer', 'film_director', 'voice_actor']",male,matthew lillard,54,
1.78,True,gb,2000000,1976-06-17,"['actor', 'martial_artist', 'stunt_performer']",male,scott adkins,47,
1.6,True,fr,20000000,1976-08-09,"['actor', 'model']",female,audrey tautou,47,
1.78,True,gb,12000000,1977-07-10,"['actor', 'film_director', 'screenwriter']",male,chiwetel ejiofor,46,
1.68,True,,250000000,1963-04-26,"['actor', 'martial_artist', 'film_producer']",male,jet li,60,
1.71,True,us,8000000,1979-06-02,['actor'],female,morena baccarin,44,
1.88,True,ca,150000000,1976-10-23,"['actor', 'voice_actor', 'film_producer']",male,ryan reynolds,47,
1.72,True,us,4000000,1982-01-07,"['actor', 'model']",female,lauren cohan,42,
1.82,True,us,30000000,1954-04-23,"['film_director', 'film_producer', 'screenwriter', 'writer', 'actor', 'critic', 'presenter']",male,michael moore,69,
1.73,True,us,8000000,1986-03-16,"['actor', 'model']",female,alexandra daddario,38,
1.91,True,us,6000000,1982-06-21,"['actor', 'stand-up_comedian']",male,benjamin walker,41,
1.67,True,au,3000000,1986-02-26,"['actor', 'model', 'film_producer']",female,teresa palmer,38,
1.85,True,us,16000000,1973-04-14,"['actor', 'film_producer', 'voice_actor']",male,adrien brody,50,
1.69,True,us,500000000,1981-09-04,"['singer', 'actor', 'film_producer', 'songwriter', 'record_producer', 'television_producer', 'musician', 'businessperson', 'voice_actor', 'music_artist']",female,beyonce,42,
1.69,True,us,500000000,1981-09-04,"['singer', 'actor', 'film_producer', 'songwriter', 'record_producer', 'television_producer', 'musician', 'businessperson', 'voice_actor', 'music_artist']",female,beyonce knowles,42,
,,,1500000000,,,,beyonce and jay-z,,
1.8,True,us,8000000,1965-12-07,['actor'],male,jeffrey wright,58,
1.74,True,us,150000000,1967-12-06,"['film_producer', 'film_director', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'comedian']",male,judd apatow,56,
1.79,True,us,45000000,1958-07-08,"['actor', 'musician', 'voice_actor', 'television_director', 'film_producer', 'film_score_composer']",male,kevin bacon,65,
1.75,True,us,160000000,1990-08-15,"['actor', 'model', 'film_producer']",female,jennifer lawrence,33,
1.77,True,us,500000000,1943-08-17,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",male,robert de niro,80,
1.88,True,au,180000000,1968-10-12,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'singer', 'dancer']",male,hugh jackman,55,
1.73,True,us,85000000,1961-11-19,"['actor', 'film_producer', 'voice_actor']",female,meg ryan,62,
1.8,True,gb,4000000,1982-01-06,"['actor', 'model', 'singer']",male,eddie redmayne,42,
1.57,True,gb,1000000,1989-07-21,['actor'],female,juno temple,34,
1.75,True,cn,2000000,1982-08-06,"['actor', 'model']",female,romola garai,41,
,True,nl,3000000,1981-07-18,"['actor', 'musician']",male,michiel huisman,42,
1.77,True,us,8000000,1973-04-03,"['actor', 'film_producer', 'television_producer', 'television_director', 'screenwriter']",male,adam scott,50,
1.83,True,au,50000000,1980-07-16,['golfer'],male,adam scott,43,
1.73,True,au,18000000,1972-11-01,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']",female,toni collette,51,
1.83,True,us,10000000,1987-02-20,['actor'],male,miles teller,37,
1.73,True,us,12000000,1991-11-15,"['actor', 'model']",female,shailene woodley,32,
1.73,True,gb,60000000,1943-12-31,"['actor', 'voice_actor']",male,ben kingsley,80,
1.83,True,us,50000000,1971-09-21,"['actor', 'film_director', 'comedian', 'screenwriter', 'film_producer']",male,luke wilson,52,
1.7,True,us,50000000,1966-02-25,"['actor', 'film_producer']",female,tea leoni,58,
1.6,False,us,10000000,1977-11-10,"['actor', 'singer', 'musician', 'voice_actor']",female,brittany murphy,32,2009-12-20
1.63,True,us,12000000,1994-02-23,"['actor', 'voice_actor']",female,dakota fanning,30,
1.78,False,gb,230000000,1947-01-08,"['singer', 'actor', 'songwriter', 'musician', 'film_score_composer', 'music_arranger', 'record_producer', 'singer-songwriter']",male,david bowie,69,2016-01-10
1.98,False,us,6000000,1951-05-19,"['singer', 'singer-songwriter', 'songwriter', 'musician']",male,joey ramone,49,2001-04-15
,True,us,2000000,1947-12-15,"['radio_personality', 'disc_jockey', 'actor']",male,rodney bingenheimer,76,
1.83,True,us,260000000,1974-11-11,"['actor', 'film_producer', 'television_producer']",male,leonardo dicaprio,49,
1.75,True,gb,45000000,1977-09-15,['actor'],male,tom hardy,46,
1.85,True,pr,45000000,1967-02-19,"['actor', 'film_producer', 'film_director']",male,benicio del toro,57,
1.96,True,us,70000000,1958-10-16,"['actor', 'musician', 'screenwriter', 'activist', 'film_director', 'film_producer', 'voice_actor']",male,tim robbins,65,
1.78,True,gb,160000000,1968-03-02,"['actor', 'voice_actor']",male,daniel craig,56,
1.73,True,gb,3500000,1959-03-20,['actor'],male,steve mcfadden,65,
,True,us,8000000,1954-07-28,"['songwriter', 'musician', 'guitarist', 'film_score_composer']",male,steve morse,69,
1.7,True,us,80000000,1950-11-22,"['record_producer', 'disc_jockey', 'musician', 'actor', 'singer-songwriter', 'guitarist', 'songwriter', 'music_arranger']",male,steven van zandt,73,
,True,us,3000000,1975-03-01,['singer'],male,tate stevens,49,
,True,us,10000000,1954-12-25,"['songwriter', 'singer', 'singer-songwriter', 'guitarist', 'bassist', 'record_producer']",male,steve wariner,69,
,True,us,3000000,1957-12-09,"['film_producer', 'film_director', 'songwriter', 'record_producer', 'singer']",male,steve taylor,66,
1.68,True,us,16000000,1954-12-21,"['tennis_player', 'actor']",female,chris evert,69,
1.62,True,us,2000000,1979-01-03,"['actor', 'dancer']",female,kate levering,45,
1.91,False,us,6000000,1927-11-14,['actor'],male,mclean stevenson,68,1996-02-15
,,,75000,,,,steven spence,,
,True,us,11000000,1956-10-19,"['tv_journalist', 'journalist', 'author', 'commentator', 'presenter']",male,steve doocy,67,
,True,,2000000,1955-01-13,"['presenter', 'actor']",male,steve price,69,
,True,us,3100000000,1942-01-27,"['businessperson', 'entrepreneur']",male,steve wynn,82,
,True,ca,5000000,1945-12-24,"['writer', 'actor', 'screenwriter', 'television_producer', 'television_director']",male,steve smith,78,
1.93,False,us,3000000,1952-09-25,"['actor', 'author', 'television_producer', 'voice_actor', 'film_director', 'screenwriter', 'film_producer']",male,christopher reeve,52,2004-10-10
,True,us,20000000,1927-07-07,"['bandleader', 'trumpeter', 'actor']",male,doc severinsen,96,
,,,400000,,"['film_producer', 'businessperson', 'police_officer', 'drummer']",male,steve gonsalves,,
,True,gb,8000000,1955-09-03,"['singer', 'drummer', 'guitarist', 'musician', 'actor', 'record_producer']",male,steve jones,68,
1.83,True,us,500000,1965-12-03,"['actor', 'voice_actor']",male,steve harris (actor),58,
1.77,True,gb,3000000,1971-07-31,['actor'],female,eve best,52,
1.71,True,us,25000000,1967-11-13,"['actor', 'comedian', 'voice_actor']",male,steve zahn,56,
,True,us,10000000,1962-05-07,['stunt_performer'],male,robbie knievel,61,
,True,ca,10000000,1974-11-02,"['singer', 'singer-songwriter']",female,beverley mahood,49,
,,,5000000,,,,paul revere,,
,True,us,4000000,1961-05-28,['basketball_coach'],male,steve clifford,62,
,True,us,5000000,1963-09-10,"['record_producer', 'drummer', 'musician', 'audio_engineer']",male,bill stevenson,60,
,True,se,24000000,1982-11-22,"['disc_jockey', 'record_producer', 'remixer', 'electronic_musician']",male,steve angello,41,
,True,us,2000000,1945-11-16,"['actor', 'film_producer']",male,steve railsback,78,
1.83,True,us,10000000,1955-05-10,"['writer', 'author', 'tv_personality']",male,rick steves,68,
,True,mx,2000000,1977-07-13,"['film_producer', 'film_director', 'screenwriter', 'film_editor', 'actor']",male,alejandro gomez monteverde,46,
1.57,True,us,5000000,1979-09-18,['actor'],female,alison lohman,44,
1.85,True,pr,45000000,1967-02-19,"['actor', 'film_producer', 'film_director']",male,benicio del toro,57,
1.66,True,us,90000000,1966-08-14,"['actor', 'model', 'voice_actor', 'film_producer', 'television_producer']",female,halle berry,57,
1.75,True,us,15000000,1934-03-26,"['actor', 'television_director', 'singer', 'musician', 'screenwriter', 'film_director']",male,alan arkin,89,
1.74,True,us,6000000,1968-07-08,"['actor', 'voice_actor']",male,billy crudup,55,
1.76,True,us,20000000,1963-06-17,"['actor', 'screenwriter', 'television_producer', 'voice_actor', 'tv_personality']",male,greg kinnear,60,
1.63,True,my,40000000,1962-08-06,"['actor', 'dancer', 'film_producer']",female,michelle yeoh,61,
1.82,True,us,5000000,1974-08-14,"['actor', 'film_director', 'screenwriter', 'television_director', 'voice_actor']",male,christopher gorham,49,
1.7,True,us,8000000,1979-05-09,"['actor', 'singer', 'writer', 'voice_actor', 'film_producer']",female,rosario dawson,44,
1.96,True,gb,25000000,1922-05-27,"['actor', 'author', 'singer', 'voice_actor', 'film_producer', 'military_officer']",male,christopher lee,101,
1.93,True,ca,60000000,1935-07-17,"['actor', 'voice_actor', 'spokesperson', 'film_producer']",male,donald sutherland,88,
1.75,True,ca,100000000,1966-12-21,"['actor', 'film_director', 'television_producer', 'television_director', 'film_producer', 'voice_actor']",male,kiefer sutherland,57,
1.7,,gb,9000000,,['actor'],female,daisy ridley,,
,True,gb,6000000,1992-03-17,['actor'],male,john boyega,32,
1.83,True,us,45000000,1955-08-04,"['actor', 'musician', 'screenwriter', 'film_director', 'voice_actor', 'singer-songwriter', 'film_producer']",male,billy bob thornton,68,
1.83,True,us,250000000,1955-03-19,"['actor', 'film_producer', 'television_producer', 'businessperson', 'voice_actor', 'singer', 'musician', 'writer', 'composer']",male,bruce willis,69,
1.74,True,au,95000000,1969-05-14,"['actor', 'film_producer', 'voice_actor']",female,cate blanchett,54,
1.7,True,gb,11000000,1986-03-14,"['actor', 'dancer']",male,jamie bell,38,
1.82,True,us,8000000,1971-06-20,"['actor', 'film_producer', 'cinematographer', 'voice_actor']",male,josh lucas,52,
