name,gender,birthday,actorID,age,height,death,nationality,net_worth,is_alive,id,occupation
zoe kazan,female,1983-09-09,10240,40.0,1.63,,us,3000000,True,357,"['actor', 'screenwriter', 'playwright']"
whitney houston,female,1963-08-09,10241,48.0,1.73,2012-02-11,us,-20000000,False,359,"['record_producer', 'singer', 'model', 'songwriter', 'film_producer', 'actor', 'musician', 'artist', 'music_artist']"
gal gadot,female,1985-04-30,10242,38.0,1.78,,il,30000000,True,360,"['actor', 'model']"
joel edgerton,male,1974-06-23,10243,49.0,1.8,,au,3000000,True,362,"['actor', 'screenwriter', 'film_producer', 'film_director', 'writer']"
fred armisen,male,1966-12-04,10244,57.0,1.75,,us,8000000,True,365,"['actor', 'screenwriter', 'comedian', 'film_score_composer', 'musician', 'television_producer', 'voice_actor']"
thomas middleditch,male,,10245,,,,,7000000,,367,"['actor', 'screenwriter']"
toni collette,female,1972-11-01,10246,51.0,1.73,,au,18000000,True,368,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']"
ramon rodriguez,male,1979-09-24,10247,44.0,,,us,3000000,True,369,"['actor', 'model', 'dancer', 'writer']"
john krasinski,male,1979-10-20,10248,44.0,1.91,,us,80000000,True,370,"['actor', 'television_producer', 'television_director', 'voice_actor', 'film_producer', 'film_director', 'screenwriter']"
jim broadbent,male,1949-05-24,10249,74.0,1.87,,gb,5000000,True,375,"['actor', 'voice_actor', 'screenwriter']"
michiel huisman,male,1981-07-18,10250,42.0,,,nl,3000000,True,376,"['actor', 'musician']"
zoe saldana,female,1978-06-19,10251,45.0,1.7,,us,35000000,True,377,"['actor', 'voice_actor', 'film_producer']"
lily james,female,1989-04-05,10252,34.0,,,gb,4000000,True,380,['actor']
frankie faison,male,1949-06-10,10253,74.0,1.88,,us,2500000,True,381,['actor']
liev schreiber,male,1967-10-04,10254,56.0,1.91,,us,40000000,True,382,"['actor', 'voice_actor', 'film_producer', 'film_director', 'screenwriter']"
michael fassbender,male,1977-04-02,10255,46.0,1.83,,de,40000000,True,383,"['actor', 'film_producer', 'businessperson']"
omari hardwick,male,1974-01-09,10256,50.0,1.79,,us,5000000,True,385,['actor']
jennifer garner,female,1972-04-17,10257,51.0,1.73,,us,80000000,True,386,"['actor', 'television_producer', 'film_producer', 'spokesperson', 'businessperson', 'voice_actor', 'television_director']"
charlie hunnam,male,1980-04-10,10258,43.0,1.85,,gb,20000000,True,387,"['actor', 'screenwriter']"
michael caine,male,1933-03-14,10259,91.0,1.88,,gb,75000000,True,388,"['actor', 'author', 'film_producer', 'voice_actor', 'entrepreneur']"
jason sudeikis,male,1975-09-18,10260,48.0,1.85,,us,20000000,True,390,"['actor', 'comedian', 'voice_actor', 'screenwriter']"
scarlett johansson,female,1984-11-22,10261,39.0,1.6,,us,165000000,True,393,"['actor', 'singer', 'model', 'voice_actor']"
mckenna grace,,,10262,,,,,2000000,,394,
steve buscemi,male,1957-12-13,10263,66.0,1.75,,us,35000000,True,395,"['actor', 'film_producer', 'television_director', 'film_director', 'screenwriter', 'voice_actor', 'firefighter']"
sierra boggess,female,1982-05-20,10264,41.0,1.65,,us,3000000,True,397,"['actor', 'singer']"
farhan akhtar,male,1974-09-01,10265,49.0,1.7,,in,2500000,True,398,"['film_director', 'screenwriter', 'film_producer', 'lyricist', 'actor', 'presenter', 'writer']"
oscar isaac,male,1979-03-09,10266,45.0,1.74,,us,10000000,True,399,"['actor', 'singer', 'guitarist']"
sharlto copley,male,1973-11-27,10267,50.0,,,za,15000000,True,400,"['actor', 'film_director', 'film_producer']"
rami malek,male,1981-05-12,10268,42.0,1.75,,us,8000000,True,401,['actor']
michael bisping,male,1979-02-28,10269,45.0,1.88,,gb,9000000,True,402,['actor']
sienna miller,female,1981-12-28,10270,42.0,1.65,,us,18000000,True,404,"['actor', 'model', 'fashion_designer']"
vin diesel,male,1967-07-18,10271,56.0,1.82,,us,225000000,True,405,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']"
jonathan rhys meyers,male,1977-07-27,10272,46.0,1.78,,ie,8000000,True,407,"['actor', 'model', 'singer']"
eion bailey,male,1976-06-08,10273,47.0,1.83,,us,3000000,True,410,['actor']
tom hiddleston,male,1981-02-09,10274,43.0,1.87,,gb,25000000,True,411,"['actor', 'voice_actor']"
nicole kidman,female,1967-06-20,10275,56.0,1.8,,au,250000000,True,412,"['singer', 'actor', 'film_producer']"
ray liotta,male,1954-12-18,10276,69.0,1.83,,us,14000000,True,414,"['actor', 'film_producer', 'voice_actor']"
stephen lang,male,1952-07-11,10277,71.0,1.79,,us,5000000,True,415,"['actor', 'playwright']"
emma thompson,female,1959-04-15,10278,64.0,1.71,,gb,50000000,True,418,"['actor', 'comedian', 'screenwriter', 'author', 'voice_actor', 'film_producer']"
naomi scott,female,1993-05-06,10279,30.0,1.67,,gb,3000000,True,419,"['actor', 'musician', 'singer']"
vincent d'onofrio,male,1959-06-30,10280,64.0,1.93,,us,14000000,True,421,"['actor', 'film_producer', 'film_director', 'screenwriter', 'singer', 'teacher', 'spokesperson', 'voice_actor']"
ray winstone,male,1957-02-19,10281,67.0,1.78,,gb,5000000,True,422,"['actor', 'voice_actor', 'film_producer', 'television_producer']"
tony goldwyn,male,1960-05-20,10282,63.0,1.87,,us,8000000,True,423,"['actor', 'television_director', 'voice_actor', 'film_director', 'film_producer']"
ryan reynolds,male,1976-10-23,10283,47.0,1.88,,ca,150000000,True,424,"['actor', 'voice_actor', 'film_producer']"
mel blanc,male,1908-05-30,10284,115.0,,,us,25000000,True,427,"['comedian', 'voice_actor', 'actor']"
will arnett,male,1970-05-04,10285,53.0,1.89,,ca,20000000,True,429,"['actor', 'voice_actor', 'television_producer', 'screenwriter', 'comedian']"
freddie mercury,male,1946-09-05,10286,45.0,1.77,1991-11-24,gb,50000000,False,431,"['organist', 'keyboard_player', 'pianist', 'record_producer', 'singer-songwriter', 'singer', 'musician']"
scott mechlowicz,male,1981-01-17,10287,43.0,1.83,,us,2000000,True,432,['actor']
shirley maclaine,female,1934-04-24,10288,89.0,1.7,,us,50000000,True,433,"['actor', 'dancer', 'singer', 'author', 'screenwriter', 'film_producer', 'activist', 'film_director']"
kelly macdonald,female,1976-02-23,10289,48.0,1.6,,gb,8000000,True,434,"['actor', 'voice_actor']"
jason isaacs,male,1963-06-06,10290,60.0,1.8,,gb,12000000,True,435,"['actor', 'television_producer', 'voice_actor']"
mario andretti,male,1940-02-28,10291,84.0,1.71,,us,120000000,True,436,"['race_car_driver', 'voice_actor']"
jonny lee miller,male,1972-11-15,10292,51.0,1.8,,gb,14000000,True,437,['actor']
shiri appleby,female,1978-12-07,10293,45.0,1.59,,us,1000000,True,438,['actor']
patrick stewart,male,1940-07-13,10294,83.0,1.78,,gb,70000000,True,439,"['actor', 'voice_actor', 'journalist', 'television_director', 'film_producer']"
emma watson,female,1990-04-15,10295,33.0,1.65,,gb,80000000,True,441,"['actor', 'model']"
sam worthington,male,1976-08-02,10296,47.0,1.78,,au,30000000,True,443,"['actor', 'film_producer']"
zoey deutch,female,1994-11-10,10297,29.0,1.63,,us,4000000,True,444,['actor']
nikki reed,female,1988-05-17,10298,35.0,1.66,,us,12000000,True,445,"['actor', 'screenwriter', 'model', 'singer-songwriter', 'music_video_director']"
daniel kaluuya,male,1989-05-08,10299,34.0,,,gb,15000000,True,447,"['actor', 'comedian', 'screenwriter']"
judy davis,female,1955-04-23,10300,68.0,1.65,,au,5000000,True,449,['actor']
sam neill,male,1947-09-14,10301,76.0,1.82,,nz,18000000,True,450,"['actor', 'voice_actor', 'film_director', 'screenwriter', 'businessperson']"
gary oldman,male,1958-03-21,10302,66.0,1.74,,gb,40000000,True,451,"['actor', 'musician', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']"
josh gad,male,1981-02-23,10303,43.0,,,us,14000000,True,455,"['actor', 'voice_actor', 'television_producer', 'screenwriter']"
matthew mcconaughey,male,1969-11-04,10304,54.0,1.82,,us,140000000,True,456,"['actor', 'voice_actor', 'film_producer', 'film_director', 'television_producer']"
ryan gosling,male,1980-11-12,10305,43.0,1.84,,ca,70000000,True,461,"['actor', 'musician', 'restaurateur', 'film_director', 'screenwriter', 'film_producer', 'activist']"
ophelia lovibond,female,1986-02-19,10306,38.0,1.57,,gb,2000000,True,463,['actor']
elle fanning,female,1998-04-09,10307,25.0,1.72,,us,6000000,True,464,"['actor', 'voice_actor']"
nick offerman,male,1970-06-26,10308,53.0,1.8,,us,25000000,True,466,"['actor', 'writer', 'voice_actor', 'television_producer', 'carpenter', 'film_producer', 'screenwriter']"
james mcavoy,male,1979-04-21,10309,44.0,1.7,,gb,17000000,True,468,"['actor', 'voice_actor']"
guy pearce,male,1967-10-05,10310,56.0,1.8,,au,20000000,True,469,"['actor', 'musician']"
rooney mara,female,1985-04-17,10311,38.0,1.6,,us,16000000,True,470,['actor']
octavia spencer,female,1970-05-25,10312,53.0,1.57,,us,14000000,True,471,"['actor', 'film_producer', 'film_director', 'screenwriter']"
golshifteh farahani,female,1983-07-10,10313,40.0,1.69,,ir,1000000,True,472,"['actor', 'musician', 'singer']"
tom felton,male,1987-09-22,10314,36.0,1.75,,gb,20000000,True,473,"['actor', 'singer', 'voice_actor']"
felicity jones,female,1983-10-17,10315,40.0,1.6,,gb,6000000,True,474,['actor']
michelle monaghan,female,1976-03-23,10316,47.0,1.7,,us,16000000,True,475,"['actor', 'fashion_model', 'film_producer']"
zoey deutch,female,1994-11-10,10317,29.0,1.63,,us,4000000,True,476,['actor']
andrew garfield,male,1983-08-20,10318,40.0,1.79,,us,13000000,True,477,['actor']
greta gerwig,female,1983-08-04,10319,40.0,1.73,,us,4000000,True,478,"['actor', 'screenwriter', 'playwright', 'voice_actor', 'film_director']"
elle fanning,female,1998-04-09,10320,25.0,1.72,,us,6000000,True,480,"['actor', 'voice_actor']"
seth macfarlane,male,1973-10-26,10321,50.0,1.78,,us,300000000,True,481,"['actor', 'composer', 'animator', 'television_producer', 'voice_actor', 'comedian', 'singer', 'screenwriter', 'film_director', 'television_director']"
mark strong,male,1963-08-05,10322,60.0,1.88,,gb,9000000,True,482,"['actor', 'voice_actor']"
tracy letts,male,1965-07-04,10323,58.0,,,us,1000000,True,483,"['screenwriter', 'playwright', 'actor']"
viola davis,female,1965-08-11,10324,58.0,1.65,,us,25000000,True,484,"['actor', 'film_producer']"
michael sheen,male,1969-02-05,10325,55.0,1.75,,gb,16000000,True,485,"['actor', 'voice_actor', 'television_producer']"
katherine waterston,female,1980,10326,,,,us,1000000,,487,['actor']
will smith,male,1968-09-25,10327,55.0,1.88,,us,350000000,True,488,"['actor', 'film_producer', 'record_producer', 'television_producer', 'rapper', 'screenwriter']"
will smith (nfl),male,1981-07-04,10328,42.0,1.91,,us,13000000,True,488,['american_football_player']
peter sarsgaard,male,1971-03-07,10329,53.0,1.83,,us,20000000,True,490,['actor']
the rock dwayne johnson,male,1972-05-02,10330,51.0,1.96,,us,320000000,True,492,"['wrestler', 'american_football_player', 'actor', 'television_producer', 'author', 'athlete', 'film_producer', 'voice_actor']"
chiwetel ejiofor,male,1977-07-10,10331,46.0,1.78,,gb,12000000,True,493,"['actor', 'film_director', 'screenwriter']"
marion cotillard,female,1975-09-30,10332,48.0,1.69,,fr,40000000,True,495,"['actor', 'singer', 'model', 'singer-songwriter']"
michael shannon,male,1974-08-07,10333,49.0,1.9,,us,8000000,True,496,"['actor', 'musician']"
sigourney weaver,female,1949-10-08,10334,74.0,1.82,,us,60000000,True,497,"['actor', 'voice_actor']"
michelle williams (destiny's child),female,1979-07-23,10335,44.0,1.75,,us,10000000,True,498,"['singer', 'actor', 'record_producer', 'dancer', 'songwriter']"
michelle williams,female,1980-09-09,10336,43.0,1.63,,us,30000000,True,498,['actor']
sam worthington,male,1976-08-02,10337,47.0,1.78,,au,30000000,True,499,"['actor', 'film_producer']"
miles teller,male,1987-02-20,10338,37.0,1.83,,us,10000000,True,502,['actor']
scott asheton,male,1949-08-16,10339,64.0,,2014-03-15,us,2000000,False,503,"['musician', 'drummer']"
jeremy renner,male,1971-01-07,10340,53.0,1.78,,us,80000000,True,506,"['actor', 'musician', 'singer-songwriter', 'film_producer', 'businessperson', 'voice_actor']"
martin freeman,male,1971-09-08,10341,52.0,1.69,,gb,20000000,True,507,"['actor', 'voice_actor']"
guillaume canet,male,1973-04-10,10342,50.0,1.8,,fr,10000000,True,508,"['actor', 'film_director', 'screenwriter', 'film_producer', 'entrepreneur']"
joe alwyn,,,10343,,,,,4000000,,509,
sarah gadon,female,1987-04-04,10344,36.0,1.6,,ca,1000000,True,510,"['actor', 'voice_actor']"
jennifer connelly,female,1970-12-12,10345,53.0,1.69,,us,50000000,True,511,"['actor', 'model', 'voice_actor']"
rosario dawson,female,1979-05-09,10346,44.0,1.7,,us,8000000,True,512,"['actor', 'singer', 'writer', 'voice_actor', 'film_producer']"
omar epps,male,1973-07-20,10347,50.0,1.78,,us,15000000,True,513,"['actor', 'film_producer', 'rapper', 'songwriter', 'record_producer']"
justin timberlake,male,1981-01-31,10348,43.0,1.82,,us,250000000,True,514,"['actor', 'record_producer', 'musician', 'businessperson', 'dancer', 'singer', 'television_producer', 'singer-songwriter', 'film_producer', 'voice_actor']"
zoey deutch,female,1994-11-10,10349,29.0,1.63,,us,4000000,True,517,['actor']
tom cruise,male,1962-07-03,10350,61.0,1.7,,us,600000000,True,518,"['actor', 'film_producer', 'screenwriter', 'television_director']"
rachel weisz,female,1970-03-07,10351,54.0,1.7,,us,36000000,True,523,"['actor', 'fashion_model', 'voice_actor']"
tom hanks,male,1956-07-09,10352,67.0,1.83,,us,400000000,True,525,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']"
rebecca ferguson,female,1983-10-19,10353,40.0,,,se,6000000,True,526,"['actor', 'model']"
mark wahlberg,male,1971-06-05,10354,52.0,1.73,,us,300000000,True,529,"['film_producer', 'actor', 'model', 'musician', 'rapper', 'television_producer', 'singer', 'film_score_composer', 'songwriter']"
ben affleck,male,1972-08-15,10355,51.0,1.92,,us,150000000,True,531,"['actor', 'film_director', 'screenwriter', 'film_producer', 'television_producer', 'professional_poker_player', 'businessperson']"
nate parker,male,1979-11-18,10356,44.0,1.75,,us,3000000,True,532,"['actor', 'film_producer', 'musician', 'coach']"
lauren graham,female,1967-03-16,10357,57.0,1.75,,us,15000000,True,533,"['actor', 'singer', 'novelist', 'television_producer', 'voice_actor']"
neal mcdonough,male,1966-02-13,10358,58.0,1.83,,us,7000000,True,535,"['actor', 'voice_actor']"
tom wilkinson,male,1948-02-05,10359,76.0,1.85,,gb,12000000,True,537,"['actor', 'voice_actor']"
taissa farmiga,female,1994-08-17,10360,29.0,1.68,,us,1500000,True,538,['actor']
shia labeouf,male,1986-06-11,10361,37.0,1.76,,us,25000000,True,540,"['actor', 'film_director', 'comedian', 'voice_actor', 'screenwriter', 'film_producer']"
shailene woodley,female,1991-11-15,10362,32.0,1.73,,us,12000000,True,543,"['actor', 'model']"
simon pegg,male,1970-02-14,10363,54.0,1.78,,gb,25000000,True,544,"['actor', 'screenwriter', 'comedian', 'film_producer', 'film_director', 'singer', 'voice_actor', 'writer']"
sharlto copley,male,1973-11-27,10364,50.0,,,za,15000000,True,545,"['actor', 'film_director', 'film_producer']"
denzel washington,male,1954-12-28,10365,69.0,1.85,,us,250000000,True,546,"['actor', 'film_producer', 'film_director', 'spokesperson', 'voice_actor']"
eva green,female,1980-07-06,10366,43.0,1.68,,fr,8000000,True,548,"['model', 'actor', 'composer']"
tom hanks,male,1956-07-09,10367,67.0,1.83,,us,400000000,True,549,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']"
kelsey grammer,male,1955-02-21,10368,69.0,1.85,,us,80000000,True,550,"['television_producer', 'actor', 'television_director', 'voice_actor', 'comedian', 'singer', 'film_producer', 'film_director', 'writer']"
serena williams,female,1981-09-26,10369,42.0,1.75,,us,210000000,True,551,"['tennis_player', 'athlete', 'fashion_designer', 'actor', 'voice_actor', 'businessperson', 'writer']"
vanessa bell calloway,female,1957-03-20,10370,67.0,,,us,600000,True,552,"['actor', 'dancer', 'television_producer']"
renee zellweger,female,1969-04-25,10371,54.0,1.63,,us,90000000,True,553,"['actor', 'voice_actor', 'film_producer', 'television_producer', 'singer']"
will smith,male,1968-09-25,10372,55.0,1.88,,us,350000000,True,554,"['actor', 'film_producer', 'record_producer', 'television_producer', 'rapper', 'screenwriter']"
will smith (nfl),male,1981-07-04,10373,42.0,1.91,,us,13000000,True,554,['american_football_player']
thomas haden church,male,1960-06-17,10374,63.0,1.83,,us,20000000,True,555,"['actor', 'radio_personality', 'screenwriter', 'voice_actor', 'film_director', 'film_producer']"
nick robinson,male,1995-03-22,10375,28.0,1.83,,us,3000000,True,556,['actor']
mike birbiglia,male,1978-06-20,10376,45.0,,,us,4000000,True,557,"['comedian', 'screenwriter', 'actor', 'film_director']"
renee zellweger,female,1969-04-25,10377,54.0,1.63,,us,90000000,True,558,"['actor', 'voice_actor', 'film_producer', 'television_producer', 'singer']"
tommy lee jones,male,1946-09-15,10378,77.0,1.83,,us,90000000,True,562,"['film_director', 'actor', 'film_producer', 'screenwriter', 'voice_actor']"
robert redford,male,1937-08-18,10379,86.0,1.79,,us,200000000,True,564,"['actor', 'film_producer', 'film_director', 'businessperson', 'television_producer', 'activist', 'environmentalist', 'philanthropist']"
stephen lang,male,1952-07-11,10380,71.0,1.79,,us,5000000,True,566,"['actor', 'playwright']"
jeff bridges,male,1949-12-04,10381,74.0,1.85,,us,100000000,True,568,"['actor', 'singer', 'film_producer', 'composer', 'musician', 'spokesperson', 'voice_actor']"
charlize theron,female,1975-08-07,10382,48.0,1.77,,us,160000000,True,569,"['actor', 'model', 'film_producer', 'spokesperson', 'film_director']"
neil degrasse tyson,male,1958-10-05,10383,65.0,1.88,,us,5000000,True,570,"['astronomer', 'writer', 'astrophysicist', 'author', 'actor', 'television_editor']"
miles teller,male,1987-02-20,10384,37.0,1.83,,us,10000000,True,572,['actor']
eric stonestreet,male,1971-09-09,10385,52.0,1.85,,us,23000000,True,573,['actor']
nicole kidman,female,1967-06-20,10386,56.0,1.8,,au,250000000,True,577,"['singer', 'actor', 'film_producer']"
ellen degeneres,female,1958-01-26,10387,66.0,1.71,,us,500000000,True,579,"['comedian', 'actor', 'voice_actor', 'television_producer', 'screenwriter', 'television_presenter', 'film_producer']"
